name_len,desc_len,mrtDisp,cityDisp,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,availability_30,availability_90,availability_365,accommodates,bedrooms,beds,amenities_Count,instant_bookable,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,host_response_time_a few days or more,host_response_time_unknown,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_Ang Mo Kio,neighbourhood_Bedok,neighbourhood_Bishan,neighbourhood_Bukit Batok,neighbourhood_Bukit Merah,neighbourhood_Bukit Panjang,neighbourhood_Bukit Timah,neighbourhood_Central Water Catchment,neighbourhood_Choa Chu Kang,neighbourhood_Clementi,neighbourhood_Downtown Core,neighbourhood_Geylang,neighbourhood_Hougang,neighbourhood_Jurong East,neighbourhood_Jurong West,neighbourhood_Kallang,neighbourhood_Mandai,neighbourhood_Marina South,neighbourhood_Marine Parade,neighbourhood_Museum,neighbourhood_Newton,neighbourhood_Novena,neighbourhood_Orchard,neighbourhood_Outram,neighbourhood_Pasir Ris,neighbourhood_Punggol,neighbourhood_Queenstown,neighbourhood_River Valley,neighbourhood_Rochor,neighbourhood_Sembawang,neighbourhood_Sengkang,neighbourhood_Serangoon,neighbourhood_Singapore River,neighbourhood_Southern Islands,neighbourhood_Tampines,neighbourhood_Tanglin,neighbourhood_Toa Payoh,neighbourhood_Western Water Catchment,neighbourhood_Woodlands,neighbourhood_Yishun,neighbourhood_group_cleansed_Central Region,neighbourhood_group_cleansed_East Region,neighbourhood_group_cleansed_North Region,neighbourhood_group_cleansed_North-East Region,neighbourhood_group_cleansed_West Region,property_type_Apartment,property_type_Condominium,property_type_Home,property_type_Hostel,property_type_Hotel,property_type_House,property_type_Others,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bathroom_qty_0,bathroom_qty_1,bathroom_qty_10,bathroom_qty_13,bathroom_qty_16,bathroom_qty_2,bathroom_qty_3,bathroom_qty_4,bathroom_qty_5,bathroom_qty_6,bathroom_qty_7,bathroom_qty_8,bathroom_qty_9,bathroom_qty_Private,bathroom_qty_Shared,bathroom_type_bath,bathroom_type_baths,bathroom_type_half-bath,bathroom_type_private,bathroom_type_shared
7,166,0.3783359148698962,3.803679764032597,0.9031531933899126,0.0,0,1,1,0.0,0.0,0.0,6,1.0,6.0,15,0,24.0,33,0.44,4.1,4.32,4.06,4.68,4.71,4.45,4.39,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,39,0.5377051538331001,9.084461440620924,0.9031531933899126,0.8099871794871844,0,1,0,0.7666666666666667,0.9222222222222224,0.9808219178082191,5,1.0,2.0,15,0,500.0,9,0.12,4.89,4.89,4.67,5.0,5.0,4.56,4.56,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,149,0.0870014656361794,0.7370864812417465,0.9,1.0,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,1,1.0,1.0,26,1,40.0,1,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,153,0.2296407134102372,6.710656818642781,0.97,0.41,1,1,1,1.0,1.0,1.0,1,1.0,1.0,14,0,62.0,5,0.08,4.5,4.33,4.25,4.67,5.0,5.0,5.0,19,2,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,166,0.4469501517905505,3.8305217729911183,0.9031531933899126,0.0,0,1,1,0.0,0.0,0.0,16,1.0,20.0,16,0,30.0,60,0.81,4.51,4.6,4.23,4.96,4.89,4.67,4.68,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,107,0.3916721627623176,5.909646281072336,0.9031531933899126,0.8099871794871844,0,1,1,0.0,0.0,0.0,2,1.0,1.0,23,0,89.0,9,0.12,5.0,5.0,5.0,5.0,5.0,4.67,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,145,0.1324000771133787,0.8351697632281164,0.9,1.0,0,1,1,0.0,0.0,0.726027397260274,1,1.0,1.0,27,1,69.0,2,0.04,5.0,4.5,4.5,4.5,4.5,4.5,4.5,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,30,0.1924844896773197,13.334529567757365,0.9031531933899126,0.8099871794871844,0,1,1,1.0,1.0,1.0,1,1.0,1.0,11,0,88.0,1,0.01,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,164,0.2737305945564542,3.292330028211236,0.9,1.0,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,1,1.0,1.0,27,1,59.0,4,0.06,4.5,5.0,4.5,5.0,5.0,5.0,4.33,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,169,0.1716329636810256,4.326600807809285,0.7,0.33,0,1,1,1.0,1.0,1.0,4,1.0,4.0,20,0,154.0,2,0.03,4.5,3.5,4.0,4.5,5.0,5.0,3.5,11,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,156,0.0582398633162134,3.128309833904287,0.9,1.0,0,1,1,0.7,0.9,0.9753424657534246,1,1.0,1.0,27,1,49.0,1,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,74,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,12,0.2596674456225262,14.638999696572672,0.9031531933899126,0.8099871794871844,0,1,1,0.0,0.0,0.0,2,1.0,1.0,1,0,71.0,2,0.03,5.0,5.0,4.5,5.0,5.0,5.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,145,0.1724879647552178,0.8432640372158542,0.9,1.0,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,1,1.0,1.0,26,1,57.0,2,0.03,4.0,3.0,3.5,4.0,3.0,4.5,4.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,144,0.3553449769995339,3.4807047311864583,0.9031531933899126,0.0,0,1,1,0.9666666666666668,0.9888888888888888,0.9972602739726028,6,1.0,1.0,37,0,255.0,2,0.03,4.5,4.5,4.5,4.0,5.0,4.0,4.5,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,164,0.5993796923469824,6.999147972659985,0.99,0.82,0,1,1,0.9666666666666668,0.9888888888888888,0.9972602739726028,1,1.0,1.0,15,0,183.0,6,0.09,4.33,4.83,4.17,5.0,4.67,4.5,4.67,44,2,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,82,0.4249081337594696,15.797198507477862,0.0,0.8099871794871844,0,1,0,0.9666666666666668,0.9888888888888888,0.4931506849315068,4,2.0,2.0,11,0,130.0,3,0.04,3.67,4.33,4.0,4.67,5.0,3.67,4.67,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,115,1.6305119803061785,6.370437021868808,0.9031531933899126,0.8099871794871844,0,1,1,0.0,0.0,0.0,2,1.0,2.0,26,0,299.0,11,0.17,4.73,4.82,4.91,4.91,4.91,4.73,4.82,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,162,0.3488475895797708,0.9882177066847644,1.0,1.0,1,1,0,0.0,0.1777777777777777,0.5397260273972603,1,1.0,1.0,32,1,140.0,67,0.92,4.91,4.94,4.97,5.0,4.98,4.97,4.83,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,167,0.4789605130225142,7.90242393193683,1.0,0.86,0,1,1,0.0,0.4666666666666667,0.8684931506849315,3,1.0,1.0,24,0,71.0,4,0.07,5.0,4.75,4.75,4.75,5.0,4.75,4.75,39,13,26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,147,0.1260219739092499,5.060560464847719,1.0,1.0,0,1,1,0.0,0.5555555555555556,0.8904109589041096,1,1.0,1.0,27,0,39.0,4,0.06,4.25,4.5,4.5,4.5,4.5,5.0,4.5,65,1,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,150,0.423435994105437,3.2551421032961096,0.9,1.0,0,1,1,0.0,0.0,0.7232876712328767,1,1.0,1.0,28,1,47.0,1,0.02,5.0,4.0,4.0,4.0,5.0,5.0,5.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,103,0.5216403787950207,6.982140123460094,0.9031531933899126,0.8099871794871844,0,1,0,0.0,0.0,0.0,2,1.0,1.0,11,1,65.0,24,0.34,4.63,4.7,4.25,4.78,4.87,4.68,4.57,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,152,0.2671661751220628,3.2524239448227794,0.9,1.0,0,1,1,0.0,0.0,0.726027397260274,1,1.0,1.0,27,1,59.0,6,0.08,4.83,4.83,4.5,5.0,5.0,5.0,4.5,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,148,1.0920409612070097,15.077248880676942,0.9,0.83,1,1,1,0.3,0.1111111111111111,0.7506849315068493,5,2.0,3.0,28,1,198.0,19,0.29,4.68,4.84,4.58,4.68,4.84,4.21,4.53,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,174,0.2899883177490784,6.410631419734068,0.9031531933899126,0.8099871794871844,0,1,0,0.0,0.0,0.6383561643835617,2,1.0,1.0,13,0,100.0,2,0.03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,150,0.2484157823277228,3.0626749663374087,1.0,1.0,0,1,1,0.0,0.0,0.7232876712328767,1,1.0,1.0,27,1,49.0,2,0.03,4.5,4.5,4.0,5.0,5.0,5.0,4.0,65,1,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,150,0.3280099918067186,3.4140384246562028,0.9031531933899126,0.0,0,1,1,1.0,1.0,1.0,6,1.0,2.0,37,0,284.0,4,0.07,4.25,4.75,3.5,5.0,5.0,4.75,4.25,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,25,0.2466903330643977,13.351576720089133,0.9031531933899126,0.8099871794871844,0,1,1,1.0,1.0,1.0,1,1.0,1.0,15,1,86.0,5,0.07,4.6,5.0,4.4,4.5,4.8,4.5,4.75,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,147,0.1327861484708912,5.053486106840197,0.9,1.0,0,1,1,0.7,0.9,0.9753424657534246,1,1.0,1.0,26,0,49.0,1,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,146,0.0662229615602624,13.347431513791266,0.9,0.83,1,1,1,0.0,0.0,0.3205479452054794,6,3.0,5.0,33,1,200.0,4,0.06,3.5,3.5,3.5,4.75,4.75,4.0,3.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,151,0.5206597844982206,3.0520980813608847,0.9031531933899126,0.0,0,1,1,1.0,1.0,1.0,6,1.0,2.0,35,0,255.0,6,0.09,4.0,4.0,4.2,4.4,4.4,4.2,3.6,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,154,0.3938975209836169,3.3497328459095286,0.9031531933899126,0.0,0,1,1,1.0,1.0,1.0,6,1.0,2.0,35,0,255.0,1,0.02,0.0,4.5999688352162,4.473590038314174,4.685621347876895,4.693383956386282,4.701990650564858,4.494713673548885,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,1,2.0990428930573755,10.45508689840432,0.9031531933899126,0.8099871794871844,0,1,0,1.0,1.0,0.2493150684931507,2,1.0,1.0,13,1,200.0,6,0.16,5.0,5.0,5.0,5.0,5.0,4.83,5.0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,151,0.2314419323590156,3.4607848522485143,0.9031531933899126,0.0,0,1,1,1.0,1.0,1.0,6,1.0,2.0,35,0,284.0,1,0.02,4.0,4.0,4.0,5.0,5.0,5.0,4.0,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,93,0.2824492509275348,4.418121377550601,0.9031531933899126,0.8099871794871844,0,1,0,1.0,1.0,0.2493150684931507,2,1.0,1.0,19,1,65.0,4,0.06,4.5,4.5,4.5,5.0,5.0,5.0,4.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,179,0.5410682244784814,13.801442049960643,1.0,0.0,0,1,1,0.0,0.0666666666666666,0.0465753424657534,1,1.0,1.0,19,0,38.0,2,0.06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,52,0.7106065305103818,19.125518781431555,0.9031531933899126,0.8099871794871844,0,1,0,1.0,1.0,1.0,1,1.0,1.0,10,1,28.0,1,0.02,0.0,4.5999688352162,4.473590038314174,4.685621347876895,4.693383956386282,4.701990650564858,4.494713673548885,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,161,0.3625868662345272,0.6001096647511472,0.99,0.83,1,1,1,0.6,0.8666666666666667,0.9671232876712328,1,1.0,1.0,24,1,163.0,114,1.62,4.77,4.85,4.86,4.95,4.91,4.97,4.68,51,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,157,0.2023008901377399,0.3718734995801809,0.99,0.83,1,1,1,0.5666666666666667,0.8222222222222222,0.9561643835616438,2,1.0,1.0,22,1,164.0,153,2.19,4.78,4.79,4.82,4.9,4.92,4.9,4.67,51,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,93,0.5789150276578381,3.0757565394113318,0.8,0.21,0,1,1,0.9666666666666668,0.9888888888888888,0.2438356164383561,6,3.0,3.0,12,0,200.0,1,0.01,4.0,4.0,4.0,4.0,5.0,4.0,4.0,7,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,163,0.8105057781565259,5.954619324888739,1.0,0.5,0,1,0,0.0,0.0444444444444444,0.5041095890410959,1,1.0,1.0,28,0,55.0,17,0.24,4.63,4.94,4.88,4.75,4.69,4.56,4.38,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,150,0.0720070481867059,7.206585743761777,1.0,0.84,0,1,1,0.2666666666666666,0.5555555555555556,0.8904109589041096,2,1.0,1.0,37,1,554.0,6,0.28,5.0,5.0,5.0,4.83,4.83,5.0,4.5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,150,0.2524876804777498,7.137065823270594,1.0,0.84,0,1,1,0.6,0.8666666666666667,0.9671232876712328,2,1.0,1.0,37,1,523.0,10,0.15,4.4,4.5,4.4,4.9,4.5,4.3,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,150,0.2524053947673939,6.959012557894781,1.0,0.84,0,1,1,0.5666666666666667,0.5777777777777777,0.8821917808219178,2,1.0,1.0,36,1,514.0,1,0.05,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,145,0.2716886405224589,0.917735843420592,0.9,1.0,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,1,1.0,1.0,25,1,45.0,1,0.01,4.0,4.0,3.0,5.0,5.0,5.0,3.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
