name_len,desc_len,mrtDisp,cityDisp,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,availability_30,availability_90,availability_365,accommodates,bedrooms,beds,amenities_Count,instant_bookable,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,host_response_time_a few days or more,host_response_time_unknown,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_Ang Mo Kio,neighbourhood_Bedok,neighbourhood_Bishan,neighbourhood_Bukit Batok,neighbourhood_Bukit Merah,neighbourhood_Bukit Panjang,neighbourhood_Bukit Timah,neighbourhood_Central Water Catchment,neighbourhood_Choa Chu Kang,neighbourhood_Clementi,neighbourhood_Downtown Core,neighbourhood_Geylang,neighbourhood_Hougang,neighbourhood_Jurong East,neighbourhood_Jurong West,neighbourhood_Kallang,neighbourhood_Mandai,neighbourhood_Marina South,neighbourhood_Marine Parade,neighbourhood_Museum,neighbourhood_Newton,neighbourhood_Novena,neighbourhood_Orchard,neighbourhood_Outram,neighbourhood_Pasir Ris,neighbourhood_Punggol,neighbourhood_Queenstown,neighbourhood_River Valley,neighbourhood_Rochor,neighbourhood_Sembawang,neighbourhood_Sengkang,neighbourhood_Serangoon,neighbourhood_Singapore River,neighbourhood_Southern Islands,neighbourhood_Tampines,neighbourhood_Tanglin,neighbourhood_Toa Payoh,neighbourhood_Western Water Catchment,neighbourhood_Woodlands,neighbourhood_Yishun,neighbourhood_group_cleansed_Central Region,neighbourhood_group_cleansed_East Region,neighbourhood_group_cleansed_North Region,neighbourhood_group_cleansed_North-East Region,neighbourhood_group_cleansed_West Region,property_type_Apartment,property_type_Condominium,property_type_Home,property_type_Hostel,property_type_Hotel,property_type_House,property_type_Others,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bathroom_qty_0,bathroom_qty_1,bathroom_qty_10,bathroom_qty_13,bathroom_qty_16,bathroom_qty_2,bathroom_qty_3,bathroom_qty_4,bathroom_qty_5,bathroom_qty_6,bathroom_qty_7,bathroom_qty_8,bathroom_qty_9,bathroom_qty_Private,bathroom_qty_Shared,bathroom_type_bath,bathroom_type_baths,bathroom_type_half-bath,bathroom_type_private,bathroom_type_shared
5,152,0.3063466064664281,1.6189539103302946,0.0,0.0,0,1,1,1.0,1.0,1.0,2,1.0,1.0,16,0,145.0,2,0.05,4.0,4.5,4.0,5.0,5.0,5.0,4.5,30,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,152,0.1127209807386432,1.4361465311740298,0.0,0.0,0,1,1,1.0,1.0,1.0,2,1.0,1.0,17,0,145.0,8,0.16,3.88,4.0,3.88,4.75,3.75,4.88,3.63,30,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,152,0.3416739447396973,1.684191050262058,0.0,0.0,0,1,1,1.0,1.0,1.0,2,1.0,2.0,16,0,130.0,2,0.06,4.5,4.5,4.5,4.5,4.5,4.5,4.5,30,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,152,0.1759577376197404,1.6543523386677117,0.0,0.0,0,1,1,1.0,1.0,1.0,2,1.0,2.0,15,0,130.0,1,0.03,3.0,3.0,3.0,5.0,5.0,5.0,3.0,30,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,152,0.1567476951168016,3.1517634634261413,0.9,1.0,0,1,1,0.0,0.0,0.7232876712328767,1,1.0,1.0,27,1,49.0,1,0.02,3.0,3.0,3.0,3.0,4.0,3.0,3.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,155,0.3406169782677636,3.3459992550061823,0.9,1.0,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,1,1.0,1.0,27,1,30.0,1,0.02,5.0,5.0,4.0,5.0,5.0,5.0,4.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,168,0.6374015063338742,6.995939410362183,0.99,0.82,0,1,1,0.8,0.9333333333333332,0.9835616438356164,1,1.0,1.0,23,0,162.0,7,0.13,4.29,4.43,4.71,4.86,4.57,4.71,4.71,44,2,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,171,0.5904967951899067,7.122627847958387,0.92,0.64,0,1,1,0.1333333333333333,0.7111111111111111,0.9287671232876712,2,1.0,1.0,23,0,223.0,14,0.27,4.23,4.46,4.38,4.46,4.46,4.62,4.31,16,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,168,1.0023100867139876,8.574147154782628,1.0,0.92,0,1,1,0.8666666666666667,0.9555555555555556,0.4849315068493151,4,2.0,2.0,15,1,55.0,54,1.02,4.25,4.52,4.21,4.69,4.65,4.31,4.29,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,150,0.219012342661275,3.154723577145364,0.9,1.0,0,1,1,0.0,0.0,0.7232876712328767,1,1.0,1.0,27,1,59.0,5,0.13,4.2,4.6,4.2,5.0,5.0,4.6,4.6,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,151,0.126349629732753,0.8342198608909448,1.0,1.0,0,1,1,0.7,0.9,0.9753424657534246,1,1.0,1.0,26,1,69.0,1,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,65,1,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,177,0.6663914556899794,1.7760142157405132,0.9031531933899126,0.8099871794871844,0,1,1,0.0,0.0,0.0,2,1.0,1.0,17,1,60.0,113,2.14,4.62,4.8,4.8,4.9,4.91,4.72,4.73,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,180,0.5999397827298955,1.6565403555467526,0.9031531933899126,0.8099871794871844,0,1,1,0.0,0.0,0.0,2,1.0,1.0,23,1,90.0,110,2.08,4.69,4.84,4.69,4.89,4.86,4.85,4.68,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,154,0.4318296723536625,3.2774473564969293,0.9,1.0,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,1,1.0,1.0,27,1,59.0,2,0.04,5.0,5.0,5.0,5.0,5.0,5.0,4.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,160,0.5878058675037348,4.914224140735996,1.0,0.75,0,1,1,0.0,0.0777777777777777,0.7726027397260274,3,1.0,1.0,22,0,55.0,49,0.94,4.67,4.65,4.59,4.9,4.92,4.29,4.59,9,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,165,0.2716898677847891,7.951462216332285,1.0,0.8099871794871844,0,1,1,0.0,0.5555555555555556,0.8904109589041096,3,2.0,3.0,30,0,250.0,1,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,165,0.2424222699270819,8.029323900089599,1.0,0.89,1,1,1,0.0,0.0,0.4958904109589041,1,1.0,1.0,14,0,90.0,1,0.02,4.0,5.0,5.0,5.0,5.0,4.0,5.0,36,13,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,165,0.4009772029917644,7.913918353528409,1.0,0.89,1,1,1,0.0,0.4666666666666667,0.8684931506849315,3,1.0,1.0,16,0,100.0,6,0.12,4.83,4.83,5.0,5.0,5.0,4.83,4.67,36,13,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,166,0.287724016160802,7.951227456217532,1.0,0.89,1,1,1,0.0,0.0,0.726027397260274,3,1.0,1.0,16,0,100.0,3,0.11,4.67,5.0,4.67,5.0,5.0,5.0,4.33,36,13,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,180,2.583894978457097,11.132237903286155,1.0,1.0,0,1,1,0.0,0.0,0.0,3,1.0,4.0,23,0,80.0,103,1.96,4.73,4.77,4.77,4.74,4.75,4.2,4.73,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,44,1.1487873949502798,16.7330623906716,0.9031531933899126,0.5,0,1,1,0.0,0.0,0.0,2,1.0,1.0,15,1,150.0,4,0.08,4.0,4.67,4.0,5.0,5.0,4.67,4.33,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,168,0.5660410554967436,6.949557159680939,0.99,0.82,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,4,2.0,3.0,26,0,350.0,1,0.03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,44,2,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,150,0.1602462260772596,0.8680645732925871,0.9,1.0,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,1,1.0,1.0,29,1,69.0,1,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,74,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,165,2.64875612255314,11.34605996548685,1.0,1.0,0,1,1,0.0,0.0444444444444444,0.010958904109589,1,2.0,1.0,18,0,40.0,86,1.64,4.84,4.82,4.75,4.93,4.84,4.33,4.78,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,103,0.5012822125076198,7.103527333658911,1.0,0.89,0,1,1,0.0333333333333333,0.6777777777777778,0.9205479452054794,1,1.0,1.0,15,0,183.0,2,0.05,3.5,3.5,4.5,4.0,4.0,3.5,3.0,9,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,168,0.1673099618388623,2.181700723295603,1.0,0.0,0,1,1,0.0,0.0,0.4191780821917808,2,1.0,2.0,20,1,54.0,5,0.1,4.25,4.75,3.75,4.5,4.75,5.0,4.0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,168,0.6328184386918898,6.955059247804415,0.92,0.64,0,1,1,0.4666666666666667,0.8222222222222222,0.9561643835616438,1,1.0,1.0,15,0,110.0,4,0.08,4.25,4.5,4.5,4.5,4.5,4.25,4.5,16,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,152,0.3370554521781008,3.4137596788244307,0.9,1.0,0,1,1,0.7333333333333333,0.9111111111111112,0.978082191780822,1,1.0,1.0,30,1,69.0,2,0.04,4.0,4.5,4.0,4.5,4.5,4.5,4.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,155,0.3629224735432904,7.50767422455263,1.0,1.0,0,1,1,0.0,0.5666666666666667,0.8931506849315068,2,1.0,1.0,31,0,99.0,52,1.01,5.0,4.98,4.94,4.88,4.98,4.75,4.9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1,0.6063368838184224,4.89224206889211,0.9031531933899126,1.0,0,1,1,0.9666666666666668,0.9888888888888888,0.2438356164383561,2,1.0,1.0,10,1,30.0,5,0.1,3.0,3.0,2.6,4.2,4.0,3.8,3.2,7,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,28,0.6647662353223515,5.1266289429220215,0.9031531933899126,1.0,0,1,1,1.0,1.0,0.2465753424657534,2,1.0,1.0,11,1,80.0,9,0.17,4.56,4.78,4.33,4.89,4.67,4.56,4.56,7,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,160,0.3591972474830798,4.794788908691969,0.95,0.23,0,1,1,0.9666666666666668,0.9888888888888888,0.9972602739726028,4,2.0,2.0,40,0,330.0,1,0.03,4.0,3.0,5.0,5.0,5.0,5.0,4.0,180,176,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,154,0.2423557121285754,0.9647507357980256,1.0,1.0,0,1,1,0.0,0.0,0.7232876712328767,1,1.0,1.0,27,1,69.0,1,0.02,4.0,4.0,5.0,4.0,4.0,4.0,4.0,65,1,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,16,0.5691109175502084,2.0520629445834557,0.75,1.0,0,1,1,0.9666666666666668,0.9888888888888888,0.2438356164383561,1,1.0,1.0,19,0,120.0,16,0.31,4.75,4.81,4.69,4.69,4.88,4.81,4.69,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,155,0.126349629732753,0.8342198608909448,0.9,1.0,0,1,1,0.0,0.5555555555555556,0.8904109589041096,1,1.0,1.0,29,1,79.0,1,0.03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,142,0.483563313447279,7.555434665413476,0.95,0.23,0,1,1,0.9333333333333332,0.9777777777777776,0.9945205479452056,6,3.0,3.0,37,0,390.0,5,0.11,4.0,4.5,4.25,4.5,4.25,3.75,3.75,180,176,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,151,0.3170710716155712,0.3985267284019442,0.51,0.31,0,1,1,0.2333333333333333,0.5,0.1232876712328767,4,2.0,3.0,16,0,500.0,82,1.58,4.6,4.7,4.56,4.68,4.78,4.94,4.57,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,148,0.2339810972011518,4.955238444968058,0.9,1.0,0,1,1,0.0,0.5555555555555556,0.8904109589041096,1,1.0,1.0,27,0,39.0,2,0.04,4.0,3.0,3.5,4.5,5.0,4.0,4.0,74,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,156,0.3842851010014121,3.7985672733726887,0.95,0.23,0,1,1,0.9666666666666668,0.9888888888888888,0.9972602739726028,2,1.0,1.0,38,0,280.0,1,0.03,5.0,5.0,5.0,5.0,5.0,3.0,4.0,180,176,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,153,0.2545117044795222,0.9283266016824648,0.9,1.0,0,1,1,0.0,0.0,0.726027397260274,1,1.0,1.0,27,1,79.0,2,0.04,4.0,4.0,4.0,4.5,4.5,5.0,4.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,155,0.5235731304647518,3.625776466051137,0.95,0.23,0,1,1,0.9666666666666668,0.9888888888888888,0.9972602739726028,4,2.0,2.0,34,0,330.0,2,0.05,5.0,5.0,5.0,3.0,5.0,5.0,5.0,180,176,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,107,0.1430558478615271,2.2060473439700266,1.0,0.0,0,1,1,0.0,0.0,0.336986301369863,2,1.0,1.0,20,1,59.0,1,0.03,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0.4962200930512094,7.188141352390991,0.9031531933899126,0.8099871794871844,0,1,0,0.0,0.0,0.0,2,1.0,1.0,13,0,200.0,2,0.04,0.0,4.5999688352162,4.473590038314174,4.685621347876895,4.693383956386282,4.701990650564858,4.494713673548885,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,157,0.2207630152650722,0.3510178259882887,0.51,0.31,0,1,1,0.2666666666666666,0.4555555555555555,0.1123287671232876,4,2.0,1.0,16,0,500.0,26,0.51,4.73,4.62,4.69,4.58,4.73,4.96,4.58,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,146,0.2197458834904739,4.966216609498156,0.9,1.0,0,1,1,0.0,0.5555555555555556,0.8904109589041096,1,1.0,1.0,26,1,39.0,1,0.02,5.0,5.0,3.0,5.0,5.0,5.0,5.0,97,2,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,148,0.2155643444193062,4.970933294846,0.9,1.0,0,1,1,0.0,0.5555555555555556,0.8904109589041096,1,1.0,1.0,27,1,38.0,2,0.04,5.0,5.0,5.0,5.0,5.0,4.5,5.0,74,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
