price,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathroom_qty,bathroom_type,mrtDisp,nearestMRT,cityDisp
39.0,1.3147,103.88163,Apartment,Private room,1,1.0,1.0,3,shared,0.2339810972011518,Aljunied,4.955238444968058
59.0,1.31388,103.85292,Home,Private room,3,1.0,2.0,2,baths,0.2547970060506747,Farrer Park,3.415804311465206
100.0,1.28994,103.77675,Home,Private room,2,1.0,1.0,1,shared,0.9482935189105761,Kent Ridge,8.176390500778536
223.0,1.28111,103.78662,Home,Private room,1,1.0,1.0,1,private,0.5623265482198845,Haw Par Villa,7.049986513814805
500.0,1.32158,103.85256,Condominium,Private room,1,1.0,1.0,1,private,1.022573564678994,Farrer Park,4.266050537429053
45.0,1.31112,103.77138,Apartment,Private room,2,1.0,1.0,2,shared,0.7935340641907983,Clementi,9.271222016186202
44.0,1.3145,103.85392,Home,Private room,3,1.0,2.0,3,shared,0.22847460457074256,Farrer Park,3.4965478251250626
173.0,1.28787,103.85032,Apartment,Entire home/apt,1,1.0,1.0,1,baths,0.3334866533250292,Clarke Quay,0.5094051420257141
89.0,1.31084,103.79765,Apartment,Private room,2,1.0,1.0,1,private,0.174563349969953,Holland Village,6.5761054444494125
80.0,1.2955,103.82924,Apartment,Private room,2,1.0,1.0,2,shared,0.9911844501307678,Orchard,2.677007111329661
79.0,1.28539,103.84232,Apartment,Private room,1,1.0,1.0,1,private,0.1716786592367146,Chinatown,0.8848282922387565
84.0,1.31072,103.79624,Condominium,Private room,1,1.0,1.0,1,private,0.05385726984969189,Holland Village,6.709140340516601
70.0,1.31078,103.79702,Apartment,Private room,1,1.0,1.0,1,shared,0.11000206554505718,Holland Village,6.6350883992555065
70.0,1.30372,103.83913,Apartment,Private room,1,1.0,1.0,4,shared,0.36558489650102866,Somerset,2.5721253303770983
110.0,1.30562,103.84048,Apartment,Entire home/apt,1,1.0,2.0,1,baths,0.612492848242238,Somerset,2.698094368051032
170.0,1.2986,103.8368,Apartment,Hotel room,2,1.0,1.0,1,baths,0.27886441991116007,Somerset,2.2466953141770403
170.0,1.29882,103.83807,Apartment,Hotel room,2,1.0,1.0,1,baths,0.19187006933845832,Somerset,2.1764801525095057
57.0,1.31416,103.8399,Condominium,Private room,1,1.0,1.0,1,private,0.21207920222255386,Newton,3.610497909428308
200.0,1.29682,103.83844,Apartment,Hotel room,2,1.0,1.0,1,baths,0.41008962561716306,Somerset,1.977760921649603
364.0,1.29971,103.83795,Apartment,Entire home/apt,3,2.0,2.0,1,baths,0.10342758705996902,Somerset,2.263623881146716
55.0,1.32167,103.74987,Apartment,Private room,1,1.0,1.0,1,shared,1.5337487091321995,Jurong East,11.920762502301654
213.0,1.31247,103.86071,Condominium,Entire home/apt,6,1.0,2.0,1,baths,0.2973125542231322,Bendemeer,3.4551697746969854
144.0,1.27633,103.84515,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.18030625141281778,Tanjong Pagar,0.944121966431778
67.0,1.38769,103.89308,Apartment,Private room,2,1.0,2.0,2,shared,0.5176093988112555,Sengkang,12.556750834201491
500.0,1.35549,103.95915,Apartment,Private room,2,2.0,2.0,1,private,0.4190131383169424,Tampines East,14.548634668941201
207.0,1.35791,103.82841,Condominium,Entire home/apt,4,2.0,2.0,2,baths,1.5422261618724473,Marymount,8.636452909879132
390.0,1.30376,103.78445,Apartment,Private room,4,2.0,2.0,2,shared,0.5567945548123562,one-north,7.633867721934995
90.0,1.29377,103.82896,Condominium,Private room,2,1.0,1.0,1,private,0.8326292140909904,Tiong Bahru,2.6126789520823315
65.0,1.27475,103.83361,Apartment,Private room,2,1.0,1.0,1,private,0.8979135707535535,Outram Park,2.0551569018239735
223.0,1.29303,103.77312,Home,Private room,2,1.0,4.0,1,shared,1.2602800979420652,Kent Ridge,8.614727286309444
84.0,1.30379,103.83998,Apartment,Private room,1,1.0,1.0,1,shared,0.4036700603466327,Somerset,2.5360995311994943
140.0,1.29904,103.83706,Apartment,Private room,2,1.0,1.0,1,baths,0.22309748961427506,Somerset,2.265505766781507
149.0,1.29162,103.84373,Condominium,Private room,2,1.0,1.0,2,baths,0.09905719494748866,Fort Canning,1.1583275003628686
290.0,1.40683,103.75585,Home,Shared room,4,1.0,2.0,1,shared,1.4001011534009202,Yew Tee,17.26892018558779
290.0,1.28706,103.80514,Home,Private room,4,2.0,2.0,1,private,0.8722231561768466,Queenstown,5.004451733657679
320.0,1.31167,103.87476,Home,Private room,4,2.0,2.0,1,private,0.3769426939524251,Kallang,4.186609444865509
135.0,1.31916,103.76234,Condominium,Entire home/apt,2,1.0,1.0,1,baths,0.5771064102479468,Clementi,10.529095115137787
91.0,1.33825,103.84136,Apartment,Private room,2,1.0,1.0,1,private,0.20391045280454043,Caldecott,6.185198758078087
223.0,1.28,103.78772,Home,Private room,2,1.0,1.0,1,private,0.6341979674534931,Pasir Panjang,6.933214218969197
359.0,1.28137,103.78576,Home,Private room,4,1.0,2.0,1,shared,0.4633392179893477,Haw Par Villa,7.144606847805763
320.0,1.26625,103.8196,Home,Private room,4,2.0,2.0,1,private,0.1348259170066409,HarbourFront,3.874961236044286
310.0,1.27121,103.84257,Home,Shared room,4,1.0,2.0,1,shared,0.7410991895280705,Tanjong Pagar,1.5778169323142928
310.0,1.27749,103.83909,Home,Private room,4,2.0,2.0,1,private,0.3172342081706554,Outram Park,1.3741695141804413
60.0,1.28457,103.8325,Apartment,Private room,1,1.0,1.0,1,shared,0.6546424678991152,Tiong Bahru,1.9505440856060614
200.0,1.31625,103.88673,Apartment,Private room,1,1.0,1.0,1,private,0.44180830111196284,Aljunied,5.4859884406887085
113.0,1.28142,103.78721,Home,Private room,1,1.0,1.0,1,shared,0.611206510892455,Haw Par Villa,6.983320063045618
213.0,1.28028,103.78564,Hotel,Private room,2,1.0,1.0,1,shared,0.5160661771007669,Haw Par Villa,7.162600899831247
138.0,1.33205,103.94445,Condominium,Entire home/apt,4,2.0,2.0,2,baths,0.5734012903395097,Tanah Merah,11.8163901571478
694.0,1.30017,103.85975,Apartment,Entire home/apt,4,2.0,2.0,2,baths,0.41142840624524585,Nicoll Highway,2.1664816646738254
330.0,1.31854,103.91184,Home,Shared room,4,1.0,2.0,1,shared,0.32567189770361743,Kembangan,7.912896865298807
493.0,1.28329,103.84385,Hotel,Hotel room,2,1.0,1.0,1,shared,0.14405350789279706,Chinatown,0.683679125509508
51.0,1.2842,103.84255,Apartment,Private room,1,1.0,1.0,2,shared,0.12634962973275302,Chinatown,0.8342198608909448
305.0,1.31201,103.67881,Condominium,Private room,5,2.0,2.0,1,private,1.759511652698765,Joo Koon,19.296511680433913
74.0,1.30606,103.84025,Apartment,Private room,1,1.0,1.0,4,shared,0.6497320901322597,Somerset,2.7531317327163283
238.0,1.30119,103.81491,Home,Private room,3,1.0,3.0,1,private,1.2235640734158881,Queenstown,4.378791039181516
223.0,1.28116,103.78732,Hotel,Private room,2,1.0,1.0,1,private,0.6323485742621631,Haw Par Villa,6.972024363398718
100.0,1.37814,103.9411,Condominium,Entire home/apt,4,2.0,1.0,2,baths,1.066410800920598,Pasir Ris,14.620930164956965
312.0,1.33103,103.74639,Home,Private room,5,2.0,3.0,1,private,0.5143063662300491,Jurong East,12.681894119909318
270.0,1.29179,103.80622,Condominium,Private room,2,1.0,1.0,1,private,0.3439686670973459,Queenstown,4.9576058828123175
49.0,1.31418,103.89883,Home,Private room,2,1.0,1.0,1,private,0.7715392735130342,Eunos,6.42310981773045
42.0,1.31434,103.8991,Home,Private room,2,1.0,1.0,2,shared,0.7396882293051323,Eunos,6.4579867477120825
39.0,1.3147,103.88163,Apartment,Private room,1,1.0,1.0,3,shared,0.2339810972011518,Aljunied,4.955238444968058
39.0,1.31534,103.89967,Home,Private room,2,1.0,2.0,2,shared,0.6123004298714698,Eunos,6.571245320863224
180.0,1.30087,103.85736,Condominium,Entire home/apt,2,1.0,1.0,1,baths,0.16586931252061607,Bugis,2.118104167004903
286.0,1.28043,103.78655,Hotel,Private room,4,1.0,4.0,1,shared,0.590141544836735,Haw Par Villa,7.060777806318913
266.0,1.30398,103.85426,Hotel,Hotel room,2,1.0,1.0,1,private,0.19134675196097678,Rochor,2.3477722765886244
474.0,1.31124,103.76152,Apartment,Entire home/apt,6,4.0,4.0,2,baths,0.5901892878757363,Clementi,10.315009200666774
69.0,1.28347,103.84166,Apartment,Private room,1,1.0,1.0,1,private,0.25023664479996666,Chinatown,0.927327022177096
69.0,1.28372,103.84139,Apartment,Private room,1,1.0,1.0,1,private,0.2657748736568657,Chinatown,0.9582881093972088
69.0,1.28486,103.84338,Apartment,Private room,1,1.0,1.0,1,private,0.04262146438296641,Chinatown,0.7560937743527227
97.0,1.2838,103.83412,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.7085841569773387,Outram Park,1.7662100871234132
333.0,1.29545,103.84207,Apartment,Entire home/apt,4,2.0,2.0,2,baths,0.510639064572702,Fort Canning,1.613193294592731
89.0,1.28459,103.83474,Condominium,Entire home/apt,2,1.0,2.0,2,baths,0.7076345796286955,Outram Park,1.7024645172727433
200.0,1.299,103.83634,Apartment,Hotel room,2,1.0,1.0,1,private,0.2863476228542833,Somerset,2.313795308407409
69.0,1.28457,103.83461,Apartment,Private room,2,1.0,2.0,1,private,0.7169455248913804,Outram Park,1.7166809259795526
65.0,1.31103,103.88694,Condominium,Private room,3,1.0,1.0,1,shared,0.3531123083852943,Dakota,5.13525940725931
68.0,1.30371,103.84017,Apartment,Private room,1,1.0,1.0,4,shared,0.4053026506237374,Somerset,2.5188760121940734
145.0,1.29629,103.85205,Hotel,Private room,2,1.0,1.0,1,private,0.16696512093616325,Bras Basah,1.4622912823711656
145.0,1.29819,103.85129,Hotel,Private room,2,1.0,1.0,1,private,0.148649538098337,Bencoolen,1.6618935450568093
145.0,1.29773,103.85314,Hotel,Private room,2,1.0,1.0,1,private,0.2822497044397903,Bras Basah,1.642075013615651
145.0,1.2961,103.85267,Hotel,Private room,2,1.0,1.0,1,private,0.23825222124451703,Bras Basah,1.4539167647232698
145.0,1.29745,103.85343,Hotel,Private room,2,1.0,1.0,1,private,0.3063466064664281,Bras Basah,1.6189539103302946
145.0,1.29615,103.8513,Hotel,Private room,2,1.0,1.0,1,private,0.11272098073864323,Bras Basah,1.4361465311740298
130.0,1.29801,103.85361,Hotel,Private room,2,1.0,2.0,1,private,0.3416739447396973,Bras Basah,1.684191050262058
130.0,1.29806,103.85187,Hotel,Private room,2,1.0,2.0,1,private,0.17595773761974043,Bras Basah,1.6543523386677117
130.0,1.2969,103.85354,Hotel,Private room,2,1.0,2.0,1,private,0.3141653731109481,Bras Basah,1.5626182851345634
140.0,1.28709,103.84945,Hostel,Shared room,2,1.0,2.0,3,shared,0.2978501286440273,Clarke Quay,0.42584155921547495
49.0,1.30878,103.86242,Apartment,Private room,1,1.0,1.0,3,shared,0.15674769511680162,Lavender,3.1517634634261413
30.0,1.3106,103.86266,Apartment,Private room,1,1.0,1.0,3,shared,0.3406169782677636,Lavender,3.3459992550061823
280.0,1.28852,103.84865,Hostel,Shared room,4,1.0,4.0,3,shared,0.13426718421580613,Clarke Quay,0.5995259074458752
63.0,1.28726,103.84777,Hostel,Shared room,1,1.0,1.0,3,shared,0.1898374133905666,Clarke Quay,0.5053201422155942
90.0,1.30957,103.85143,Apartment,Private room,3,3.0,2.0,1,shared,0.391931361507413,Little India,2.9254171482671643
90.0,1.35417,103.75086,Condominium,Private room,2,1.0,1.0,1,private,0.5532061308848462,Bukit Gombak,13.548512249140275
18.0,1.3707,103.84236,Home,Private room,1,1.0,1.0,1,shared,0.8069862126239558,Ang Mo Kio,9.755490011657857
13.0,1.37003,103.84241,Home,Private room,1,1.0,1.0,1,shared,0.7979303132348615,Ang Mo Kio,9.680788335085865
162.0,1.27939,103.78719,Hotel,Private room,1,1.0,1.0,1,shared,0.6374015063338742,Pasir Panjang,6.995939410362183
223.0,1.2797,103.78603,Hotel,Hotel room,2,1.0,1.0,1,private,0.5904967951899067,Haw Par Villa,7.122627847958387
55.0,1.31511,103.92026,Home,Private room,4,2.0,2.0,1,private,1.0023100867139876,Kembangan,8.574147154782628
33.0,1.31009,103.86182,Apartment,Private room,1,1.0,1.0,2,shared,0.3163976661088335,Lavender,3.255842363526249
59.0,1.30907,103.86187,Apartment,Private room,1,1.0,1.0,3,shared,0.219012342661275,Lavender,3.1547235771453637
188.0,1.28953,103.81936,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.2864803016539831,Redhill,3.475890132301796
69.0,1.2842,103.84255,Apartment,Private room,1,1.0,1.0,1,private,0.12634962973275302,Chinatown,0.8342198608909448
60.0,1.28286,103.83403,Apartment,Private room,2,1.0,1.0,2,shared,0.6663914556899794,Outram Park,1.7760142157405132
90.0,1.2835,103.8351,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.5999397827298955,Outram Park,1.6565403555467526
185.0,1.27303,103.84586,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.3865614288290512,Tanjong Pagar,1.231226182150349
59.0,1.31088,103.8604,Apartment,Private room,1,1.0,1.0,3,shared,0.43182967235366254,Bendemeer,3.2774473564969293
100.0,1.28176,103.85212,Condominium,Entire home/apt,1,1.0,1.0,1,baths,0.2571184723500021,Raffles Place,0.29131728289149683
55.0,1.31129,103.88421,Home,Private room,3,1.0,1.0,4,shared,0.5878058675037348,Mountbatten,4.914224140735996
250.0,1.32061,103.91102,Condominium,Entire home/apt,3,2.0,3.0,1,baths,0.27168986778478915,Kembangan,7.951462216332285
90.0,1.3189,103.91284,Home,Private room,1,1.0,1.0,1,shared,0.24242226992708193,Kembangan,8.029323900089599
100.0,1.31754,103.91241,Home,Private room,3,1.0,1.0,1,private,0.4009772029917644,Kembangan,7.913918353528409
100.0,1.31828,103.91211,Home,Private room,3,1.0,1.0,2,baths,0.3361132199735489,Kembangan,7.924757503028381
100.0,1.31878,103.9121,Home,Private room,3,1.0,1.0,1,private,0.28772401616080207,Kembangan,7.951227456217532
80.0,1.38143,103.86984,Home,Private room,3,1.0,4.0,1,private,2.583894978457097,Ang Mo Kio,11.132237903286155
150.0,1.3539,103.71707,Home,Private room,2,1.0,1.0,3,shared,1.1487873949502798,Lakeside,16.7330623906716
65.0,1.28203,103.85311,Condominium,Private room,1,1.0,1.0,1,shared,0.27947862912889765,Raffles Place,0.37345912647212304
340.0,1.31197,103.7618,Apartment,Entire home/apt,4,2.0,2.0,2,baths,0.5127542384581993,Clementi,10.310140234777146
115.0,1.34896,103.92735,Condominium,Entire home/apt,4,2.0,2.0,2,baths,1.2679055606561769,Tampines West,11.280192031429053
350.0,1.27891,103.78764,Hotel,Private room,4,2.0,3.0,1,private,0.5660410554967436,Pasir Panjang,6.949557159680939
69.0,1.28417,103.84224,Apartment,Private room,1,1.0,1.0,1,private,0.16024622607725966,Chinatown,0.8680645732925871
132.0,1.28164,103.85358,Condominium,Entire home/apt,1,1.0,1.0,1,baths,0.2542329477062161,Downtown,0.4387005964753631
40.0,1.38351,103.86923,Home,Private room,1,2.0,1.0,1,shared,2.6487561225531397,Ang Mo Kio,11.34605996548685
183.0,1.28136,103.78613,Hotel,Hotel room,1,1.0,1.0,1,private,0.5012822125076198,Haw Par Villa,7.103527333658911
65.0,1.37984,103.89745,Condominium,Private room,1,1.0,1.0,1,private,0.5751444022307193,Buangkok,11.960713536283807
54.0,1.30288,103.85126,Condominium,Private room,2,1.0,2.0,1,shared,0.16730996183886235,Rochor,2.181700723295603
110.0,1.28157,103.78746,Home,Private room,1,1.0,1.0,1,shared,0.6328184386918898,Haw Par Villa,6.955059247804415
69.0,1.31297,103.85789,Apartment,Private room,1,1.0,1.0,1,private,0.33705545217810085,Farrer Park,3.4137596788244307
99.0,1.32167,103.90557,Condominium,Private room,2,1.0,1.0,1,private,0.3629224735432904,Eunos,7.50767422455263
30.0,1.32547,103.86255,Condominium,Private room,2,1.0,1.0,1,shared,0.6063368838184224,Boon Keng,4.89224206889211
80.0,1.32703,103.86461,Condominium,Private room,2,1.0,1.0,1,private,0.6647662353223515,Potong Pasir,5.1266289429220215
330.0,1.29226,103.80781,Apartment,Entire home/apt,4,2.0,2.0,1,baths,0.3591972474830798,Queenstown,4.794788908691969
25.0,1.4471,103.83221,Apartment,Private room,2,1.0,1.0,1,shared,1.3693768192401274,Sembawang,18.320800609086916
77.0,1.28026,103.85347,Condominium,Private room,1,1.0,1.0,1,shared,0.1133372663556268,Downtown,0.5129032012053116
41.0,1.35699,103.89315,Apartment,Private room,2,1.0,1.0,1,private,0.957217195004291,Kovan,9.49475123837147
69.0,1.28495,103.84148,Apartment,Private room,1,1.0,1.0,1,private,0.24235571212857543,Chinatown,0.9647507357980257
120.0,1.2958,103.83642,Condominium,Shared room,1,1.0,1.0,2,shared,0.5691109175502084,Somerset,2.0520629445834553
24.0,1.42967,103.7843,Condominium,Private room,1,1.0,1.0,2,baths,0.8463038267253458,Woodlands,17.839186363754667
79.0,1.2842,103.84255,Apartment,Private room,1,1.0,1.0,1,private,0.12634962973275302,Chinatown,0.8342198608909448
390.0,1.30341,103.78508,Apartment,Entire home/apt,6,3.0,3.0,2,baths,0.483563313447279,one-north,7.555434665413476
500.0,1.27972,103.84983,Condominium,Entire home/apt,4,2.0,3.0,1,baths,0.3170710716155712,Telok Ayer,0.3985267284019442
65.0,1.35179,103.75778,Condominium,Entire home/apt,3,2.0,2.0,1,baths,0.958760171947882,Bukit Batok,12.770943101106901
39.0,1.3147,103.88163,Apartment,Private room,1,1.0,1.0,3,shared,0.2339810972011518,Aljunied,4.955238444968058
280.0,1.31669,103.84278,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.3842851010014121,Novena,3.7985672733726887
280.0,1.31623,103.8407,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.39988912441473634,Newton,3.804806429905431
223.0,1.27936,103.78765,Home,Private room,2,1.0,1.0,1,shared,0.5941407986022158,Pasir Panjang,6.945111709883378
456.0,1.30264,103.86022,Hotel,Hotel room,6,1.0,4.0,9,shared,0.4438643289935188,Nicoll Highway,2.4321768239526547
79.0,1.28341,103.84165,Apartment,Private room,1,1.0,1.0,1,private,0.25451170447952226,Chinatown,0.9283266016824648
330.0,1.31505,103.84257,Apartment,Entire home/apt,4,2.0,2.0,1,baths,0.5235731304647518,Newton,3.6257764660511365
170.0,1.32358,103.91458,Home,Private room,3,1.0,2.0,1,private,0.3141459276206036,Kembangan,8.461716633819728
95.0,1.28024,103.8516,Condominium,Private room,1,1.0,1.0,1,shared,0.15751218554559174,Downtown,0.38394228199413977
59.0,1.30309,103.8514,Condominium,Private room,2,1.0,1.0,1,shared,0.14305584786152714,Rochor,2.2060473439700266
200.0,1.28028,103.78541,Condominium,Entire home/apt,2,1.0,1.0,1,baths,0.49622009305120945,Haw Par Villa,7.188141352390991
270.0,1.29022,103.80674,Condominium,Entire home/apt,2,1.0,1.0,1,baths,0.5250538869570506,Queenstown,4.8702559929130205
500.0,1.28033,103.84893,Condominium,Entire home/apt,4,2.0,1.0,1,baths,0.22076301526507222,Telok Ayer,0.35101782598828873
39.0,1.31489,103.88158,Apartment,Private room,1,1.0,1.0,3,shared,0.21974588349047391,Aljunied,4.966216609498156
38.0,1.3149,103.88163,Apartment,Private room,1,1.0,1.0,3,shared,0.2155643444193062,Aljunied,4.970933294846
30.0,1.31213,103.86169,Apartment,Private room,1,1.0,1.0,3,shared,0.23232479751060486,Bendemeer,3.4591409862904428
38.0,1.38611,103.74446,Apartment,Private room,2,1.0,1.0,1,shared,0.07870325193692612,Choa Chu Kang,16.381017276107134
109.0,1.32646,103.94751,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.14848569920184482,Tanah Merah,11.854696458301188
85.0,1.2801,103.85331,Condominium,Private room,1,1.0,1.0,1,private,0.0882608290642954,Downtown,0.5118673015972064
62.0,1.31804,103.85151,Apartment,Private room,1,1.0,1.0,2,baths,0.7035882112890838,Farrer Park,3.866562535615553
85.0,1.29307,103.82951,Apartment,Private room,2,1.0,1.0,1,private,0.7780862208885665,Tiong Bahru,2.523615915736881
350.0,1.31681,103.84569,Apartment,Entire home/apt,5,2.0,2.0,2,baths,0.4443673417622228,Novena,3.756825200480388
39.0,1.3147,103.88163,Apartment,Private room,1,1.0,1.0,3,shared,0.2339810972011518,Aljunied,4.955238444968058
50.0,1.37572,103.95394,Condominium,Private room,1,1.0,1.0,1,shared,0.5809923902379616,Pasir Ris,15.463378780602481
630.0,1.29129,103.84233,Apartment,Entire home/apt,6,3.0,4.0,2,baths,0.2574903490433409,Fort Canning,1.2314036012506497
69.0,1.31147,103.85826,Apartment,Private room,1,1.0,1.0,1,private,0.39990374299246706,Farrer Park,3.264179870426032
133.0,1.3128,103.79646,Apartment,Private room,2,1.0,1.0,1,private,0.18310224259297084,Holland Village,6.795930480147468
120.0,1.31453,103.89975,Condominium,Entire home/apt,3,2.0,2.0,2,baths,0.6828290772392924,Eunos,6.530383507487134
94.0,1.28131,103.85358,Condominium,Private room,3,1.0,1.0,1,private,0.22008149204509012,Downtown,0.4553581978643988
74.0,1.30372,103.83991,Apartment,Private room,1,1.0,1.0,4,shared,0.3933247390355167,Somerset,2.53254605271963
90.0,1.28165,103.85341,Condominium,Private room,1,1.0,2.0,1,private,0.24951044634532463,Downtown,0.4211457712925187
100.0,1.3338,103.79077,Condominium,Private room,2,1.0,1.0,1,private,0.768108712549379,Sixth Avenue,8.653673178795138
95.0,1.28173,103.85213,Condominium,Private room,1,1.0,1.0,1,private,0.26003863893101975,Downtown,0.29418459320960266
60.0,1.31064,103.85953,Apartment,Private room,1,1.0,1.0,1,private,0.5207101203934896,Bendemeer,3.219380769770551
49.0,1.31128,103.86182,Apartment,Private room,1,1.0,1.0,3,shared,0.30173975139970066,Bendemeer,3.377331934676772
50.0,1.31569,103.88424,Condominium,Private room,2,1.0,1.0,2,shared,0.1859980826601478,Aljunied,5.240210993341986
199.0,1.28051,103.838,Apartment,Private room,2,1.0,1.0,1,baths,0.163577717650096,Outram Park,1.3696057852453731
40.0,1.28448,103.84361,Apartment,Private room,1,1.0,1.0,2,shared,0.009726786927067924,Chinatown,0.722374460680076
40.0,1.28312,103.84212,Apartment,Private room,1,1.0,1.0,2,shared,0.23212391648121228,Chinatown,0.876226116378396
100.0,1.30075,103.86,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.38678049854847074,Nicoll Highway,2.23624242344497
99.0,1.30487,103.83859,Apartment,Private room,2,1.0,1.0,1,private,0.48536715488976495,Somerset,2.7132205605665742
55.0,1.31334,103.88331,Apartment,Private room,3,1.0,1.0,4,shared,0.35376993705348053,Aljunied,4.986932669765509
80.0,1.31736,103.908,Apartment,Private room,4,1.0,2.0,2,shared,0.630156430401482,Eunos,7.4776943896770485
80.0,1.31674,103.90796,Apartment,Private room,2,1.0,2.0,1,private,0.6590626211715964,Eunos,7.439163562192063
80.0,1.31765,103.9064,Apartment,Private room,2,1.0,1.0,1,private,0.4583192546889451,Eunos,7.341607422664643
50.0,1.34938,103.71019,Apartment,Private room,2,1.0,1.0,1,shared,1.2914446145946485,Boon Lay,17.191451593951463
150.0,1.31144,103.88325,Apartment,Private room,3,1.0,2.0,1,private,0.5623786660028953,Aljunied,4.842868502682343
71.0,1.35086,103.70406,Apartment,Private room,2,1.0,1.0,1,shared,1.3749708881687515,Boon Lay,17.8784200404554
360.0,1.30185,103.7997,Apartment,Entire home/apt,4,2.0,2.0,2,baths,0.16619190331309538,Commonwealth,5.959999285018012
59.0,1.31068,103.86118,Apartment,Private room,1,1.0,1.0,3,shared,0.39534238953300416,Bendemeer,3.288429317217031
30.0,1.31083,103.86232,Apartment,Private room,1,1.0,1.0,3,shared,0.3278521000219643,Bendemeer,3.3536066124114523
117.0,1.28209,103.85237,Condominium,Entire home/apt,1,1.0,1.0,1,baths,0.2312211757801656,Raffles Place,0.29583294556514433
190.0,1.32029,103.88191,Condominium,Entire home/apt,4,2.0,3.0,1,baths,0.43476246491873893,Aljunied,5.431492816044313
220.0,1.33707,103.74297,Condominium,Entire home/apt,2,1.0,1.0,1,baths,0.435804928604916,Jurong East,13.315880807434276
130.0,1.31512,103.86098,Apartment,Entire home/apt,2,1.0,1.0,1,baths,0.2851125037786232,Bendemeer,3.742851536781052
707.0,1.31287,103.88075,Apartment,Entire home/apt,2,2.0,2.0,2,baths,0.45893846908163627,Aljunied,4.743043210785458
50.0,1.35348,103.83274,Home,Private room,2,1.0,1.0,2,shared,0.8606790040759295,Marymount,8.036091032867033
45.0,1.35348,103.83274,Home,Private room,2,1.0,1.0,2,baths,0.8606790040759295,Marymount,8.036091032867033
50.0,1.35348,103.83274,Home,Private room,3,1.0,1.0,1,shared,0.8606790040759295,Marymount,8.036091032867033
300.0,1.35348,103.83274,Home,Entire home/apt,10,5.0,5.0,3,baths,0.8606790040759295,Marymount,8.036091032867033
40.0,1.28256,103.84395,Hostel,Hotel room,6,1.0,36.0,5,baths,0.22594663344875202,Chinatown,0.6775764304758732
145.0,1.30067,103.8494,Home,Entire home/apt,2,1.0,1.0,1,baths,0.252344968742643,Bencoolen,1.932609895301941
180.0,1.35269,103.75533,Apartment,Private room,2,1.0,1.0,1,private,0.7539331764337285,Bukit Batok,13.049508141865967
85.0,1.28067,103.85155,Condominium,Private room,1,1.0,1.0,1,private,0.19127886538156968,Downtown,0.33943101780325635
145.0,1.30331,103.8487,Apartment,Entire home/apt,3,1.0,1.0,1,baths,0.3838296609269276,Little India,2.229701868291794
54.0,1.31343,103.85318,Apartment,Private room,3,1.0,1.0,1,private,0.2057968824193692,Farrer Park,3.36890652142306
223.0,1.28142,103.7874,Hotel,Hotel room,2,1.0,1.0,1,private,0.6312911107228019,Haw Par Villa,6.962207783728024
165.0,1.27624,103.84524,Condominium,Entire home/apt,2,1.0,1.0,1,baths,0.17095942856515398,Tanjong Pagar,0.9467260262948376
170.0,1.28144,103.8409,Apartment,Entire home/apt,4,1.0,2.0,2,baths,0.20297547653251038,Outram Park,1.032547507236805
55.0,1.3692,103.85798,Apartment,Private room,2,1.0,1.0,1,shared,0.9373821406248396,Ang Mo Kio,9.592763078483944
48.0,1.3091,103.86033,Apartment,Private room,1,1.0,1.0,3,shared,0.35679577267216805,Lavender,3.090131674230415
222.0,1.2882,103.84751,Hotel,Hotel room,3,1.0,1.0,1,private,0.08329409178110148,Clarke Quay,0.6111378952978543
27.0,1.36378,103.7497,Apartment,Private room,1,1.0,1.0,1,shared,0.5790167854115066,Bukit Gombak,14.297002937966193
20.0,1.44115,103.77586,Apartment,Private room,1,1.0,1.0,1,shared,0.9718240240329666,Marsiling,19.39079355639153
203.0,1.28116,103.78731,Hotel,Private room,3,1.0,1.0,1,shared,0.6313072334467085,Haw Par Villa,6.973135388197028
359.0,1.27947,103.78634,Apartment,Hotel room,6,1.0,1.0,1,private,0.6333180650668818,Haw Par Villa,7.089711349312348
64.0,1.33823,103.74572,Apartment,Private room,1,1.0,1.0,1,shared,0.6751468879509901,Jurong East,13.103070964875215
79.0,1.2842,103.84255,Apartment,Private room,1,1.0,1.0,1,private,0.12634962973275302,Chinatown,0.8342198608909448
300.0,1.37131,103.96153,Apartment,Private room,2,1.0,1.0,1,private,1.3715342438723732,Pasir Ris,15.795191403742754
206.0,1.27349,103.8436,Condominium,Entire home/apt,4,2.0,2.0,2,baths,0.4773791154029773,Tanjong Pagar,1.302339413413533
155.0,1.27558,103.84381,Condominium,Entire home/apt,2,1.0,1.0,1,baths,0.34112067087514136,Tanjong Pagar,1.1001875047168916
48.0,1.28335,103.84331,Apartment,Private room,1,1.0,1.0,1,private,0.13970199860597451,Chinatown,0.7437292766610099
25.0,1.31157,103.87373,Hostel,Hotel room,10,1.0,10.0,2,baths,0.2621633610121706,Kallang,4.103711778119632
