price,latitude,longitude,property_type,room_type,bedrooms,beds,bathroom_qty,bathroom_type
33.0,1.3147,103.88163,Apartment,Private room,1.0,1.0,3.0,shared
150.0,1.43237,103.78645,Apartment,Private room,1.0,1.0,1.0,shared
90.0,1.28206,103.8538,Apartment,Private room,1.0,1.0,1.0,private
140.0,1.32357,103.9133,Apartment,Private room,1.0,1.0,1.0,private
117.0,1.32228,103.91492,Apartment,Private room,1.0,1.0,1.0,private
114.0,1.32374,103.91537,Apartment,Private room,1.0,1.0,1.0,private
137.0,1.32217,103.91549,Apartment,Private room,3.0,1.0,1.0,private
180.0,1.32211,103.91541,Apartment,Private room,2.0,1.0,1.0,private
49.0,1.30736,103.86222,Apartment,Private room,1.0,1.0,3.0,shared
47.0,1.31064,103.87986,Apartment,Private room,1.0,1.0,4.0,shared
93.0,1.30418,103.84057,Apartment,Private room,1.0,1.0,1.0,private
49.0,1.31049,103.86129,Apartment,Private room,1.0,1.0,3.0,shared
49.0,1.30979,103.86145,Apartment,Private room,1.0,1.0,3.0,shared
80.0,1.32283,103.92194,Apartment,Private room,1.0,2.0,1.0,private
100.0,1.29518,103.84368,Apartment,Private room,1.0,2.0,1.0,private
393.0,1.36999,103.94576,Apartment,Entire home/apt,3.0,3.0,2.0,baths
80.0,1.35675,103.83895,Apartment,Entire home/apt,1.0,1.0,1.0,baths
260.0,1.29818,103.85067,Hotel,Private room,1.0,1.0,2.0,shared
120.0,1.33627,103.7415,Apartment,Private room,1.0,1.0,1.0,private
151.0,1.27424,103.8443,Apartment,Entire home/apt,1.0,1.0,1.0,baths
170.0,1.297,103.83774,Apartment,Hotel room,1.0,1.0,1.0,baths
235.0,1.34162,103.76086,Apartment,Private room,1.0,1.0,1.0,shared
223.0,1.2789,103.78739,Hotel,Private room,1.0,1.0,1.0,shared
59.0,1.28379,103.84375,Apartment,Private room,1.0,1.0,2.0,shared
170.0,1.29776,103.83869,Apartment,Hotel room,1.0,1.0,1.0,baths
35.0,1.37917,103.76748,Apartment,Private room,1.0,2.0,1.0,private
70.0,1.32908,103.72341,Apartment,Private room,2.0,4.0,2.0,shared
48.0,1.3111,103.88247,House,Private room,1.0,1.0,4.0,shared
85.0,1.30029,103.84699,Apartment,Entire home/apt,1.0,1.0,1.0,baths
69.0,1.28449,103.84294,Apartment,Private room,1.0,1.0,2.0,shared
118.0,1.29811,103.87299,Apartment,Entire home/apt,2.0,2.0,2.0,baths
180.0,1.27831,103.85082,Apartment,Entire home/apt,1.0,1.0,1.0,baths
165.0,1.27575,103.84442,Apartment,Entire home/apt,1.0,1.0,1.0,baths
80.0,1.44429,103.79311,Apartment,Private room,1.0,1.0,1.0,private
200.0,1.30462,103.78401,Apartment,Entire home/apt,3.0,3.0,3.0,baths
173.0,1.29022,103.83721,Apartment,Entire home/apt,2.0,2.0,2.0,baths
217.0,1.28075,103.78767,Apartment,Private room,1.0,4.0,1.0,shared
538.0,1.30243,103.84007,Apartment,Entire home/apt,1.0,1.0,1.0,baths
403.0,1.30153,103.80097,Apartment,Entire home/apt,2.0,2.0,2.0,baths
359.0,1.27942,103.78552,Hotel,Private room,1.0,3.0,1.0,shared
38.0,1.38626,103.74444,Apartment,Private room,1.0,1.0,1.0,shared
178.0,1.27957,103.78695,Hotel,Private room,1.0,1.0,1.0,shared
230.0,1.29806,103.85257,Apartment,Entire home/apt,1.0,1.0,1.0,baths
99.0,1.31406,103.92479,Apartment,Entire home/apt,3.0,3.0,2.0,baths
185.0,1.29795,103.85247,Apartment,Entire home/apt,1.0,1.0,1.0,baths
79.0,1.28449,103.84294,Apartment,Private room,1.0,1.0,1.0,private
48.0,1.31226,103.88303,Apartment,Private room,1.0,1.0,4.0,shared
79.0,1.28449,103.84294,Apartment,Private room,1.0,1.0,1.0,private
330.0,1.31512,103.84096,Apartment,Entire home/apt,2.0,2.0,1.0,baths
410.0,1.31806,103.84587,Apartment,Entire home/apt,3.0,3.0,2.0,baths
39.0,1.3147,103.88163,Apartment,Private room,1.0,1.0,3.0,shared
59.0,1.31388,103.85292,House,Private room,1.0,2.0,2.0,baths
100.0,1.28994,103.77675,Apartment,Private room,1.0,1.0,1.0,shared
223.0,1.28111,103.78662,Apartment,Private room,1.0,1.0,1.0,private
500.0,1.32158,103.85256,Apartment,Private room,1.0,1.0,1.0,private
45.0,1.31112,103.77138,Apartment,Private room,1.0,1.0,2.0,shared
44.0,1.3145,103.85392,House,Private room,1.0,2.0,2.0,shared
173.0,1.28787,103.85032,Hotel,Entire home/apt,1.0,1.0,1.0,baths
89.0,1.31084,103.79765,Apartment,Private room,1.0,1.0,1.0,private
80.0,1.2955,103.82924,Apartment,Private room,1.0,1.0,2.0,shared
79.0,1.28539,103.84232,Apartment,Private room,1.0,1.0,1.0,private
84.0,1.31072,103.79624,Apartment,Private room,1.0,1.0,1.0,private
70.0,1.31078,103.79702,Apartment,Private room,1.0,1.0,1.0,shared
70.0,1.30372,103.83913,Apartment,Private room,1.0,1.0,4.0,shared
110.0,1.30562,103.84048,Apartment,Entire home/apt,1.0,2.0,1.0,baths
170.0,1.2986,103.8368,Apartment,Hotel room,1.0,1.0,1.0,baths
170.0,1.29882,103.83807,Apartment,Hotel room,1.0,1.0,1.0,baths
57.0,1.31416,103.8399,Apartment,Private room,1.0,1.0,1.0,private
200.0,1.29682,103.83844,Apartment,Hotel room,1.0,1.0,1.0,baths
364.0,1.29971,103.83795,Apartment,Entire home/apt,2.0,2.0,1.0,baths
55.0,1.32167,103.74987,Apartment,Private room,1.0,1.0,1.0,shared
213.0,1.31247,103.86071,Apartment,Entire home/apt,1.0,2.0,1.0,baths
144.0,1.27633,103.84515,Apartment,Entire home/apt,1.0,1.0,1.0,baths
67.0,1.38769,103.89308,Apartment,Private room,1.0,2.0,2.0,shared
500.0,1.35549,103.95915,Apartment,Private room,2.0,2.0,1.0,private
207.0,1.35791,103.82841,Apartment,Entire home/apt,2.0,2.0,2.0,baths
390.0,1.30376,103.78445,Apartment,Private room,2.0,2.0,2.0,shared
90.0,1.29377,103.82896,Apartment,Private room,1.0,1.0,1.0,private
65.0,1.27475,103.83361,Apartment,Private room,1.0,1.0,1.0,private
223.0,1.29303,103.77312,Apartment,Private room,1.0,4.0,1.0,shared
84.0,1.30379,103.83998,Apartment,Private room,1.0,1.0,1.0,shared
140.0,1.29904,103.83706,Apartment,Private room,1.0,1.0,1.0,baths
149.0,1.29162,103.84373,Apartment,Private room,1.0,1.0,2.0,baths
290.0,1.40683,103.75585,House,Shared room,1.0,2.0,1.0,shared
290.0,1.28706,103.80514,House,Private room,2.0,2.0,1.0,private
320.0,1.31167,103.87476,House,Private room,2.0,2.0,1.0,private
135.0,1.31916,103.76234,Apartment,Entire home/apt,1.0,1.0,1.0,baths
91.0,1.33825,103.84136,Apartment,Private room,1.0,1.0,1.0,private
223.0,1.28,103.78772,Apartment,Private room,1.0,1.0,1.0,private
359.0,1.28137,103.78576,Apartment,Private room,1.0,2.0,1.0,shared
320.0,1.26625,103.8196,House,Private room,2.0,2.0,1.0,private
310.0,1.27121,103.84257,House,Shared room,1.0,2.0,1.0,shared
310.0,1.27749,103.83909,House,Private room,2.0,2.0,1.0,private
60.0,1.28457,103.8325,Apartment,Private room,1.0,1.0,1.0,shared
200.0,1.31625,103.88673,Apartment,Private room,1.0,1.0,1.0,private
113.0,1.28142,103.78721,Apartment,Private room,1.0,1.0,1.0,shared
213.0,1.28028,103.78564,Hotel,Private room,1.0,1.0,1.0,shared
138.0,1.33205,103.94445,Apartment,Entire home/apt,2.0,2.0,2.0,baths
330.0,1.31854,103.91184,House,Shared room,1.0,2.0,1.0,shared
493.0,1.28329,103.84385,Hotel,Hotel room,1.0,1.0,1.0,shared
51.0,1.2842,103.84255,Apartment,Private room,1.0,1.0,2.0,shared
305.0,1.31201,103.67881,Apartment,Private room,2.0,2.0,1.0,private
74.0,1.30606,103.84025,Apartment,Private room,1.0,1.0,4.0,shared
238.0,1.30119,103.81491,Apartment,Private room,1.0,3.0,1.0,private
223.0,1.28116,103.78732,Hotel,Private room,1.0,1.0,1.0,private
100.0,1.37814,103.9411,Apartment,Entire home/apt,2.0,1.0,2.0,baths
312.0,1.33103,103.74639,House,Private room,2.0,3.0,1.0,private
270.0,1.29179,103.80622,Apartment,Private room,1.0,1.0,1.0,private
49.0,1.31418,103.89883,Apartment,Private room,1.0,1.0,1.0,private
42.0,1.31434,103.8991,Apartment,Private room,1.0,1.0,2.0,shared
39.0,1.3147,103.88163,Apartment,Private room,1.0,1.0,3.0,shared
39.0,1.31534,103.89967,Apartment,Private room,1.0,2.0,2.0,shared
180.0,1.30087,103.85736,Apartment,Entire home/apt,1.0,1.0,1.0,baths
286.0,1.28043,103.78655,Hotel,Private room,1.0,4.0,1.0,shared
266.0,1.30398,103.85426,Hotel,Hotel room,1.0,1.0,1.0,private
474.0,1.31124,103.76152,Apartment,Entire home/apt,4.0,4.0,2.0,baths
69.0,1.28347,103.84166,Apartment,Private room,1.0,1.0,1.0,private
69.0,1.28372,103.84139,Apartment,Private room,1.0,1.0,1.0,private
69.0,1.28486,103.84338,Apartment,Private room,1.0,1.0,1.0,private
97.0,1.2838,103.83412,Apartment,Entire home/apt,1.0,1.0,1.0,baths
333.0,1.29545,103.84207,Apartment,Entire home/apt,2.0,2.0,2.0,baths
89.0,1.28459,103.83474,Apartment,Entire home/apt,1.0,2.0,2.0,baths
200.0,1.299,103.83634,Apartment,Hotel room,1.0,1.0,1.0,private
69.0,1.28457,103.83461,Apartment,Private room,1.0,2.0,1.0,private
65.0,1.31103,103.88694,Apartment,Private room,1.0,1.0,1.0,shared
68.0,1.30371,103.84017,Apartment,Private room,1.0,1.0,4.0,shared
145.0,1.29629,103.85205,Hotel,Private room,1.0,1.0,1.0,private
145.0,1.29819,103.85129,Hotel,Private room,1.0,1.0,1.0,private
145.0,1.29773,103.85314,Hotel,Private room,1.0,1.0,1.0,private
145.0,1.2961,103.85267,Hotel,Private room,1.0,1.0,1.0,private
145.0,1.29745,103.85343,Hotel,Private room,1.0,1.0,1.0,private
145.0,1.29615,103.8513,Hotel,Private room,1.0,1.0,1.0,private
130.0,1.29801,103.85361,Hotel,Private room,1.0,2.0,1.0,private
130.0,1.29806,103.85187,Hotel,Private room,1.0,2.0,1.0,private
130.0,1.2969,103.85354,Hotel,Private room,1.0,2.0,1.0,private
140.0,1.28709,103.84945,Hotel,Shared room,1.0,2.0,3.0,shared
49.0,1.30878,103.86242,Apartment,Private room,1.0,1.0,3.0,shared
30.0,1.3106,103.86266,Apartment,Private room,1.0,1.0,3.0,shared
280.0,1.28852,103.84865,Hotel,Shared room,1.0,4.0,3.0,shared
63.0,1.28726,103.84777,Hotel,Shared room,1.0,1.0,3.0,shared
90.0,1.30957,103.85143,Apartment,Private room,3.0,2.0,1.0,shared
90.0,1.35417,103.75086,Apartment,Private room,1.0,1.0,1.0,private
18.0,1.3707,103.84236,Apartment,Private room,1.0,1.0,1.0,shared
13.0,1.37003,103.84241,Apartment,Private room,1.0,1.0,1.0,shared
162.0,1.27939,103.78719,Hotel,Private room,1.0,1.0,1.0,shared
223.0,1.2797,103.78603,Hotel,Hotel room,1.0,1.0,1.0,private
55.0,1.31511,103.92026,Apartment,Private room,2.0,2.0,1.0,private
33.0,1.31009,103.86182,Apartment,Private room,1.0,1.0,2.0,shared
59.0,1.30907,103.86187,Apartment,Private room,1.0,1.0,3.0,shared
188.0,1.28953,103.81936,Apartment,Entire home/apt,1.0,1.0,1.0,baths
69.0,1.2842,103.84255,Apartment,Private room,1.0,1.0,1.0,private
60.0,1.28286,103.83403,Apartment,Private room,1.0,1.0,2.0,shared
90.0,1.2835,103.8351,Apartment,Entire home/apt,1.0,1.0,1.0,baths
185.0,1.27303,103.84586,Apartment,Entire home/apt,1.0,1.0,1.0,baths
59.0,1.31088,103.8604,Apartment,Private room,1.0,1.0,3.0,shared
100.0,1.28176,103.85212,Apartment,Entire home/apt,1.0,1.0,1.0,baths
55.0,1.31129,103.88421,House,Private room,1.0,1.0,4.0,shared
250.0,1.32061,103.91102,Apartment,Entire home/apt,2.0,3.0,1.0,baths
90.0,1.3189,103.91284,Apartment,Private room,1.0,1.0,1.0,shared
100.0,1.31754,103.91241,Apartment,Private room,1.0,1.0,1.0,private
100.0,1.31828,103.91211,House,Private room,1.0,1.0,2.0,baths
100.0,1.31878,103.9121,House,Private room,1.0,1.0,1.0,private
80.0,1.38143,103.86984,Apartment,Private room,1.0,4.0,1.0,private
150.0,1.3539,103.71707,Apartment,Private room,1.0,1.0,3.0,shared
65.0,1.28203,103.85311,Apartment,Private room,1.0,1.0,1.0,shared
340.0,1.31197,103.7618,Apartment,Entire home/apt,2.0,2.0,2.0,baths
115.0,1.34896,103.92735,Apartment,Entire home/apt,2.0,2.0,2.0,baths
350.0,1.27891,103.78764,Hotel,Private room,2.0,3.0,1.0,private
69.0,1.28417,103.84224,Apartment,Private room,1.0,1.0,1.0,private
132.0,1.28164,103.85358,Apartment,Entire home/apt,1.0,1.0,1.0,baths
40.0,1.38351,103.86923,Apartment,Private room,2.0,1.0,1.0,shared
183.0,1.28136,103.78613,Hotel,Hotel room,1.0,1.0,1.0,private
65.0,1.37984,103.89745,Apartment,Private room,1.0,1.0,1.0,private
54.0,1.30288,103.85126,Apartment,Private room,1.0,2.0,1.0,shared
110.0,1.28157,103.78746,Apartment,Private room,1.0,1.0,1.0,shared
69.0,1.31297,103.85789,Apartment,Private room,1.0,1.0,1.0,private
99.0,1.32167,103.90557,Apartment,Private room,1.0,1.0,1.0,private
30.0,1.32547,103.86255,Apartment,Private room,1.0,1.0,1.0,shared
80.0,1.32703,103.86461,Apartment,Private room,1.0,1.0,1.0,private
330.0,1.29226,103.80781,Apartment,Entire home/apt,2.0,2.0,1.0,baths
25.0,1.4471,103.83221,Apartment,Private room,1.0,1.0,1.0,shared
77.0,1.28026,103.85347,Apartment,Private room,1.0,1.0,1.0,shared
41.0,1.35699,103.89315,Apartment,Private room,1.0,1.0,1.0,private
69.0,1.28495,103.84148,Apartment,Private room,1.0,1.0,1.0,private
120.0,1.2958,103.83642,Apartment,Shared room,1.0,1.0,2.0,shared
24.0,1.42967,103.7843,Apartment,Private room,1.0,1.0,2.0,baths
79.0,1.2842,103.84255,Apartment,Private room,1.0,1.0,1.0,private
390.0,1.30341,103.78508,Apartment,Entire home/apt,3.0,3.0,2.0,baths
500.0,1.27972,103.84983,Apartment,Entire home/apt,2.0,3.0,1.0,baths
65.0,1.35179,103.75778,Apartment,Entire home/apt,2.0,2.0,1.0,baths
39.0,1.3147,103.88163,Apartment,Private room,1.0,1.0,3.0,shared
280.0,1.31669,103.84278,Apartment,Entire home/apt,1.0,1.0,1.0,baths
280.0,1.31623,103.8407,Apartment,Entire home/apt,1.0,1.0,1.0,baths
223.0,1.27936,103.78765,Apartment,Private room,1.0,1.0,1.0,shared
456.0,1.30264,103.86022,Hotel,Hotel room,1.0,4.0,8.0,shared
79.0,1.28341,103.84165,Apartment,Private room,1.0,1.0,1.0,private
330.0,1.31505,103.84257,Apartment,Entire home/apt,2.0,2.0,1.0,baths
170.0,1.32358,103.91458,House,Private room,1.0,2.0,1.0,private
95.0,1.28024,103.8516,Apartment,Private room,1.0,1.0,1.0,shared
59.0,1.30309,103.8514,Apartment,Private room,1.0,1.0,1.0,shared
200.0,1.28028,103.78541,Apartment,Entire home/apt,1.0,1.0,1.0,baths
270.0,1.29022,103.80674,Apartment,Entire home/apt,1.0,1.0,1.0,baths
500.0,1.28033,103.84893,Apartment,Entire home/apt,2.0,1.0,1.0,baths
39.0,1.31489,103.88158,Apartment,Private room,1.0,1.0,3.0,shared
38.0,1.3149,103.88163,Apartment,Private room,1.0,1.0,3.0,shared
30.0,1.31213,103.86169,Apartment,Private room,1.0,1.0,3.0,shared
38.0,1.38611,103.74446,Apartment,Private room,1.0,1.0,1.0,shared
109.0,1.32646,103.94751,Apartment,Entire home/apt,1.0,1.0,1.0,baths
85.0,1.2801,103.85331,Apartment,Private room,1.0,1.0,1.0,private
62.0,1.31804,103.85151,Apartment,Private room,1.0,1.0,2.0,baths
85.0,1.29307,103.82951,Apartment,Private room,1.0,1.0,1.0,private
350.0,1.31681,103.84569,Apartment,Entire home/apt,2.0,2.0,2.0,baths
39.0,1.3147,103.88163,Apartment,Private room,1.0,1.0,3.0,shared
50.0,1.37572,103.95394,Apartment,Private room,1.0,1.0,1.0,shared
69.0,1.31147,103.85826,Apartment,Private room,1.0,1.0,1.0,private
133.0,1.3128,103.79646,Apartment,Private room,1.0,1.0,1.0,private
120.0,1.31453,103.89975,Apartment,Entire home/apt,2.0,2.0,2.0,baths
94.0,1.28131,103.85358,Apartment,Private room,1.0,1.0,1.0,private
74.0,1.30372,103.83991,Apartment,Private room,1.0,1.0,4.0,shared
90.0,1.28165,103.85341,Apartment,Private room,1.0,2.0,1.0,private
100.0,1.3338,103.79077,Apartment,Private room,1.0,1.0,1.0,private
95.0,1.28173,103.85213,Apartment,Private room,1.0,1.0,1.0,private
60.0,1.31064,103.85953,Apartment,Private room,1.0,1.0,1.0,private
49.0,1.31128,103.86182,Apartment,Private room,1.0,1.0,3.0,shared
50.0,1.31569,103.88424,Apartment,Private room,1.0,1.0,2.0,shared
199.0,1.28051,103.838,Apartment,Private room,1.0,1.0,1.0,baths
40.0,1.28448,103.84361,Apartment,Private room,1.0,1.0,2.0,shared
40.0,1.28312,103.84212,Apartment,Private room,1.0,1.0,2.0,shared
100.0,1.30075,103.86,Apartment,Entire home/apt,1.0,1.0,1.0,baths
99.0,1.30487,103.83859,Apartment,Private room,1.0,1.0,1.0,private
55.0,1.31334,103.88331,Apartment,Private room,1.0,1.0,4.0,shared
80.0,1.31736,103.908,Apartment,Private room,1.0,2.0,2.0,shared
80.0,1.31674,103.90796,Apartment,Private room,1.0,2.0,1.0,private
80.0,1.31765,103.9064,Apartment,Private room,1.0,1.0,1.0,private
50.0,1.34938,103.71019,Apartment,Private room,1.0,1.0,1.0,shared
150.0,1.31144,103.88325,Apartment,Private room,1.0,2.0,1.0,private
71.0,1.35086,103.70406,Apartment,Private room,1.0,1.0,1.0,shared
360.0,1.30185,103.7997,Apartment,Entire home/apt,2.0,2.0,2.0,baths
59.0,1.31068,103.86118,Apartment,Private room,1.0,1.0,3.0,shared
30.0,1.31083,103.86232,Apartment,Private room,1.0,1.0,3.0,shared
117.0,1.28209,103.85237,Apartment,Entire home/apt,1.0,1.0,1.0,baths
190.0,1.32029,103.88191,Apartment,Entire home/apt,2.0,3.0,1.0,baths
220.0,1.33707,103.74297,Apartment,Entire home/apt,1.0,1.0,1.0,baths
130.0,1.31512,103.86098,Apartment,Entire home/apt,1.0,1.0,1.0,baths
50.0,1.35348,103.83274,Apartment,Private room,1.0,1.0,2.0,shared
45.0,1.35348,103.83274,Apartment,Private room,1.0,1.0,2.0,baths
50.0,1.35348,103.83274,Apartment,Private room,1.0,1.0,1.0,shared
300.0,1.35348,103.83274,Apartment,Entire home/apt,5.0,5.0,3.0,baths
40.0,1.28256,103.84395,Hotel,Hotel room,1.0,36.0,5.0,baths
145.0,1.30067,103.8494,Apartment,Entire home/apt,1.0,1.0,1.0,baths
180.0,1.35269,103.75533,Apartment,Private room,1.0,1.0,1.0,private
85.0,1.28067,103.85155,Apartment,Private room,1.0,1.0,1.0,private
145.0,1.30331,103.8487,Apartment,Entire home/apt,1.0,1.0,1.0,baths
54.0,1.31343,103.85318,Apartment,Private room,1.0,1.0,1.0,private
223.0,1.28142,103.7874,Hotel,Hotel room,1.0,1.0,1.0,private
165.0,1.27624,103.84524,Apartment,Entire home/apt,1.0,1.0,1.0,baths
170.0,1.28144,103.8409,Apartment,Entire home/apt,1.0,2.0,2.0,baths
55.0,1.3692,103.85798,Apartment,Private room,1.0,1.0,1.0,shared
48.0,1.3091,103.86033,Apartment,Private room,1.0,1.0,3.0,shared
222.0,1.2882,103.84751,Hotel,Hotel room,1.0,1.0,1.0,private
27.0,1.36378,103.7497,Apartment,Private room,1.0,1.0,1.0,shared
20.0,1.44115,103.77586,Apartment,Private room,1.0,1.0,1.0,shared
203.0,1.28116,103.78731,Hotel,Private room,1.0,1.0,1.0,shared
359.0,1.27947,103.78634,Hotel,Hotel room,1.0,1.0,1.0,private
64.0,1.33823,103.74572,Apartment,Private room,1.0,1.0,1.0,shared
79.0,1.2842,103.84255,Apartment,Private room,1.0,1.0,1.0,private
300.0,1.37131,103.96153,Apartment,Private room,1.0,1.0,1.0,private
206.0,1.27349,103.8436,Apartment,Entire home/apt,2.0,2.0,2.0,baths
155.0,1.27558,103.84381,Apartment,Entire home/apt,1.0,1.0,1.0,baths
48.0,1.28335,103.84331,Apartment,Private room,1.0,1.0,1.0,private
25.0,1.31157,103.87373,Hotel,Hotel room,1.0,10.0,2.0,baths
168.0,1.32883,103.84856,Apartment,Private room,1.0,1.0,1.0,private
22.0,1.31154,103.87348,Hotel,Hotel room,1.0,10.0,2.0,baths
163.0,1.2948,103.83988,Apartment,Entire home/apt,1.0,2.0,1.0,baths
80.0,1.31571,103.88414,Apartment,Entire home/apt,1.0,1.0,1.0,baths
174.0,1.30181,103.85954,Hotel,Shared room,1.0,1.0,0.0,shared
170.0,1.30065,103.85962,Hotel,Private room,1.0,1.0,0.0,baths
225.0,1.30217,103.8615,Hotel,Private room,1.0,1.0,0.0,baths
123.0,1.3017,103.86119,Hotel,Shared room,1.0,1.0,0.0,shared
115.0,1.30197,103.86003,Hotel,Shared room,1.0,1.0,0.0,shared
107.0,1.30183,103.86137,Hotel,Shared room,1.0,1.0,0.0,shared
120.0,1.30142,103.85964,Hotel,Shared room,1.0,1.0,0.0,shared
34.0,1.31534,103.89967,Apartment,Private room,1.0,1.0,2.0,shared
160.0,1.28163,103.84693,Hotel,Hotel room,1.0,1.0,1.0,private
144.0,1.27369,103.84395,Apartment,Entire home/apt,1.0,1.0,1.0,baths
217.0,1.30098,103.84717,Apartment,Entire home/apt,3.0,4.0,4.0,baths
94.0,1.28,103.85349,Apartment,Private room,1.0,1.0,1.0,shared
168.0,1.27317,103.84584,Apartment,Entire home/apt,1.0,1.0,1.0,baths
59.0,1.28501,103.84342,Apartment,Private room,1.0,1.0,2.0,shared
42.0,1.31095,103.87955,Apartment,Private room,1.0,1.0,2.0,shared
100.0,1.32231,103.886,Apartment,Private room,1.0,1.0,1.0,shared
100.0,1.44878,103.80004,Apartment,Private room,1.0,2.0,1.0,private
40.0,1.34755,103.6934,Apartment,Private room,1.0,2.0,2.0,shared
80.0,1.33721,103.691,Apartment,Private room,1.0,2.0,1.0,private
22.0,1.31108,103.87176,Hotel,Hotel room,1.0,10.0,2.0,baths
22.0,1.31147,103.87387,Hotel,Hotel room,1.0,10.0,2.0,baths
22.0,1.31128,103.8739,Hotel,Hotel room,1.0,10.0,2.0,baths
22.0,1.31166,103.8732,Hotel,Hotel room,1.0,10.0,2.0,baths
25.0,1.31096,103.87178,Hotel,Hotel room,1.0,10.0,2.0,baths
80.0,1.44136,103.78957,Apartment,Private room,1.0,1.0,1.0,private
49.0,1.31473,103.8816,Apartment,Private room,1.0,1.0,3.0,shared
30.0,1.30964,103.86348,Apartment,Private room,1.0,1.0,3.0,shared
49.0,1.3147,103.88163,Apartment,Private room,1.0,1.0,3.0,shared
200.0,1.32719,103.91172,Apartment,Private room,1.0,1.0,1.0,private
213.0,1.30676,103.82982,Apartment,Entire home/apt,2.0,3.0,2.0,baths
186.0,1.28412,103.84396,Hotel,Hotel room,1.0,1.0,10.0,baths
130.0,1.28211,103.84364,Hotel,Hotel room,1.0,1.0,10.0,baths
217.0,1.32706,103.85097,Apartment,Entire home/apt,3.0,3.0,2.0,baths
265.0,1.28277,103.84399,Hotel,Hotel room,1.0,1.0,10.0,shared
120.0,1.28309,103.84296,Hotel,Hotel room,1.0,1.0,10.0,baths
529.0,1.28254,103.84396,Hotel,Hotel room,1.0,4.0,10.0,shared
182.0,1.28324,103.84462,Hotel,Entire home/apt,1.0,1.0,1.0,baths
200.0,1.28231,103.84472,Hotel,Entire home/apt,1.0,1.0,1.0,baths
84.0,1.28144,103.85372,Apartment,Private room,1.0,1.0,1.0,shared
239.0,1.28211,103.84669,Hotel,Entire home/apt,1.0,1.0,1.0,baths
227.0,1.28297,103.84475,Hotel,Entire home/apt,1.0,1.0,1.0,baths
257.0,1.2824,103.84478,Hotel,Entire home/apt,1.0,1.0,1.0,baths
57.0,1.30862,103.8613,Apartment,Private room,1.0,1.0,1.0,private
120.0,1.3322,103.87853,Apartment,Private room,2.0,1.0,2.0,shared
165.0,1.33497,103.74241,Apartment,Entire home/apt,2.0,2.0,2.0,baths
144.0,1.27423,103.84403,Apartment,Entire home/apt,1.0,1.0,1.0,baths
577.0,1.29283,103.8408,Apartment,Entire home/apt,2.0,3.0,2.0,baths
172.0,1.27335,103.84592,Apartment,Entire home/apt,1.0,1.0,1.0,baths
59.0,1.30972,103.86098,Apartment,Private room,1.0,1.0,3.0,baths
203.0,1.27363,103.84732,Apartment,Entire home/apt,2.0,2.0,2.0,baths
65.0,1.43448,103.77725,Apartment,Private room,1.0,4.0,1.0,shared
90.0,1.28456,103.83317,Hotel,Private room,1.0,1.0,2.0,shared
131.0,1.2737,103.84381,Apartment,Entire home/apt,1.0,1.0,1.0,baths
137.0,1.2745,103.84508,Apartment,Entire home/apt,1.0,1.0,1.0,baths
87.0,1.27976,103.85367,Apartment,Private room,1.0,1.0,2.0,shared
79.0,1.2842,103.84255,Apartment,Private room,1.0,1.0,1.0,private
182.0,1.27564,103.84414,Apartment,Entire home/apt,1.0,1.0,1.0,baths
39.0,1.31473,103.8816,Apartment,Private room,1.0,1.0,3.0,shared
75.0,1.28273,103.83535,Apartment,Private room,1.0,1.0,1.0,private
500.0,1.2815,103.84903,Apartment,Entire home/apt,2.0,2.0,1.0,baths
130.0,1.31904,103.91294,Apartment,Private room,1.0,2.0,2.0,baths
79.0,1.28502,103.84349,Apartment,Private room,1.0,1.0,1.0,private
49.0,1.31139,103.86249,Apartment,Private room,1.0,1.0,3.0,shared
60.0,1.28191,103.85232,Apartment,Private room,1.0,1.0,1.0,shared
151.0,1.27531,103.84366,Apartment,Entire home/apt,1.0,1.0,1.0,baths
145.0,1.27542,103.84397,Apartment,Entire home/apt,1.0,1.0,1.0,baths
196.0,1.27492,103.84396,Apartment,Entire home/apt,2.0,2.0,1.0,baths
98.0,1.27976,103.85363,Apartment,Private room,1.0,1.0,1.0,shared
359.0,1.2793,103.78583,Hotel,Hotel room,1.0,3.0,1.0,private
210.0,1.32632,103.84953,Apartment,Entire home/apt,3.0,3.0,2.0,baths
144.0,1.32639,103.84984,Apartment,Entire home/apt,2.0,2.0,2.0,baths
38.0,1.31473,103.8816,Apartment,Private room,1.0,1.0,3.0,shared
130.0,1.28127,103.80367,Apartment,Private room,1.0,1.0,2.0,baths
68.0,1.29697,103.89147,Apartment,Private room,1.0,1.0,1.0,private
63.0,1.28141,103.85379,Apartment,Private room,1.0,1.0,1.0,shared
155.0,1.27485,103.84718,Apartment,Entire home/apt,1.0,1.0,1.0,baths
160.0,1.28144,103.85171,Apartment,Entire home/apt,1.0,1.0,1.0,baths
124.0,1.3351,103.7417,Apartment,Entire home/apt,1.0,1.0,1.0,baths
144.0,1.33511,103.74147,Apartment,Entire home/apt,1.0,1.0,1.0,baths
463.0,1.28299,103.84312,Hotel,Hotel room,1.0,2.0,1.0,private
333.0,1.28299,103.84312,Hotel,Hotel room,1.0,1.0,1.0,private
79.0,1.2842,103.84255,Apartment,Private room,1.0,1.0,1.0,private
100.0,1.32945,103.94632,Apartment,Private room,1.0,1.0,1.0,shared
57.0,1.31181,103.85895,Apartment,Private room,1.0,1.0,1.0,private
