host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,latitude,longitude,availability_30,availability_90,availability_365,property_type,room_type,accommodates,bedrooms,beds,instant_bookable,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,calculated_host_listings_count,calculated_host_listings_count_private_rooms,bathroom_qty,bathroom_type,Long term stays allowed,Television,Heater,Internet,Air Conditioning,Essentials,Swimming Pool,Washer,Refrigerator,Cooking basics,Gym,Bathtub,Coffee,Clothing storage,Garden,Elevator,Security Lock,Patio or balcony,BBQ Grill,Sound system,name_len,desc_len,mrtDisp,nearestMRT,cityDisp
within an hour,1.0,0.86,f,t,t,Bedok,East Region,1.32552,103.91456,0.0,0.0,0.4465753424657534,House,Private room,3,1.0,2.0,f,160.0,3,0.05,5.0,5.0,39,26,1.0,shared,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,160,0.5181969392744619,Kembangan,8.575989968151095
within a day,1.0,1.0,f,t,t,Bishan,Central Region,1.35725,103.828,0.0,0.6111111111111112,0.9041095890410958,Apartment,Entire home/apt,4,2.0,2.0,t,209.0,49,0.69,4.72,4.85,3,0,2.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,153,1.5331155226252255,Marymount,8.57886112781371
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Bukit Merah,Central Region,1.2877,103.82903,0.0,0.0,0.0,Apartment,Private room,2,1.0,1.0,f,132.0,7,0.1,4.43,4.71,2,2,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,167,0.2633781840144416,Tiong Bahru,2.3819625988297886
a few days or more,0.0,1.0,f,t,t,Outram,Central Region,1.28499,103.843,1.0,1.0,1.0,Hotel,Hotel room,13,1.0,13.0,t,31.0,16,0.21,4.44,4.44,5,0,4.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,168,0.08405752287938105,Chinatown,0.8005388641089047
a few days or more,0.0,1.0,f,t,t,Outram,Central Region,1.28379,103.84399,1.0,1.0,1.0,Hotel,Hotel room,13,1.0,13.0,t,31.0,17,0.22,4.41,4.47,5,0,4.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,164,0.09530433297978236,Chinatown,0.6703327514394194
within a day,1.0,0.7301176800224078,f,t,t,Geylang,Central Region,1.31398,103.87973,1.0,1.0,1.0,Apartment,Entire home/apt,6,1.0,4.0,t,388.0,65,0.85,4.75,4.65,2,0,2.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,156,0.4364774002154758,Aljunied,4.749841106369775
unknown,0.8849536231883985,1.0,t,t,t,Jurong West,West Region,1.34373,103.72095,1.0,1.0,0.2493150684931507,Apartment,Private room,1,1.0,1.0,t,56.0,51,0.67,4.84,4.73,1,1,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,74,0.06176605177997874,Lakeside,15.841664079280033
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.28073,103.78544,0.7,0.9,0.9753424657534246,Hotel,Private room,1,1.0,1.0,f,113.0,8,0.1,4.86,4.43,44,42,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,167,0.46835716357828555,Haw Par Villa,7.182644558549144
unknown,0.8849536231883985,1.0,f,t,f,Rochor,Central Region,1.30429,103.85937,1.0,1.0,0.2465753424657534,Apartment,Private room,2,1.0,1.0,t,80.0,3,0.04,2.33,1.67,4,4,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,113,0.4585156095168565,Jalan Besar,2.5558721672409463
unknown,0.8849536231883985,1.0,f,t,f,Rochor,Central Region,1.30442,103.8593,1.0,1.0,0.2493150684931507,Apartment,Private room,2,1.0,1.0,t,90.0,2,0.03,2.5,4.0,4,4,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,105,0.4468312286284822,Jalan Besar,2.565934117154169
unknown,0.8849536231883985,1.0,f,t,f,Rochor,Central Region,1.30242,103.86078,0.8,0.9333333333333333,0.23013698630136986,Apartment,Private room,2,1.0,1.0,t,100.0,1,0.01,0.0,0.0,4,4,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,113,0.3795039502183104,Nicoll Highway,2.4405322566248664
unknown,0.8849536231883985,1.0,f,t,f,Rochor,Central Region,1.30427,103.85904,0.5666666666666667,0.8333333333333334,0.2054794520547945,Apartment,Private room,4,1.0,2.0,t,140.0,2,0.03,2.5,3.0,4,4,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,113,0.4244778069073596,Jalan Besar,2.5390997558893904
within a few hours,0.9,1.0,f,t,t,Kallang,Central Region,1.31338,103.85843,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Private room,1,1.0,1.0,t,69.0,2,0.03,5.0,4.0,74,73,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,145,0.40313573204845504,Farrer Park,3.473551373542131
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.28049,103.78534,0.03333333333333333,0.5555555555555556,0.8904109589041096,Hotel,Private room,6,1.0,6.0,f,223.0,8,0.11,4.86,4.57,44,42,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,168,0.4754219661650069,Haw Par Villa,7.1948623780343075
unknown,0.8849536231883985,0.0,f,t,t,Bukit Merah,Central Region,1.29265,103.81667,0.0,0.0,0.0,Apartment,Entire home/apt,4,3.0,3.0,f,200.0,7,0.09,4.29,4.29,1,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,165,0.33117206775932917,Redhill,3.848297924562351
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Woodlands,North Region,1.42998,103.78534,0.7666666666666667,0.9222222222222223,0.2273972602739726,Apartment,Entire home/apt,4,2.0,2.0,f,400.0,6,0.08,4.5,4.83,1,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,177,0.7877734791118515,Woodlands,17.823705005097576
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Jurong West,West Region,1.33906,103.70071,0.0,0.0,0.0,Apartment,Private room,1,1.0,1.0,f,100.0,0,0.0,0.0,0.0,2,1,1.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0.39814081548292574,Pioneer,17.716349641523685
unknown,0.8849536231883985,0.0,f,t,t,Hougang,North-East Region,1.36864,103.8967,0.0,0.0,0.0,Apartment,Private room,1,2.0,2.0,f,80.0,11,0.15,5.0,5.0,1,1,2.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,164,0.5560278715072244,Hougang,10.816622451766397
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Queenstown,Central Region,1.30296,103.78559,0.0,0.0,0.0,Apartment,Private room,2,1.0,1.0,f,57.0,20,0.26,4.68,4.63,1,1,1.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,119,0.4103869979730684,one-north,7.486535102578163
a few days or more,0.0,0.0,f,t,t,Downtown Core,Central Region,1.27872,103.84696,0.0,0.0,0.14520547945205478,Apartment,Entire home/apt,2,1.0,1.0,f,180.0,0,0.0,0.0,0.0,3,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,168,0.2604892375871592,Tanjong Pagar,0.6112026621579821
within an hour,1.0,1.0,f,t,t,Pasir Ris,East Region,1.37173,103.94855,0.26666666666666666,0.08888888888888889,0.6602739726027397,Apartment,Private room,2,2.0,2.0,t,68.0,59,0.91,4.67,4.72,1,1,1.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,111,0.1890481262081847,Pasir Ris,14.72096573684354
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Jurong West,West Region,1.34401,103.70107,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,t,168.0,24,0.5,4.58,4.75,1,1,1.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,147,0.7985460700361997,Boon Lay,17.87932157556244
within a few hours,1.0,1.0,f,t,t,Tanglin,Central Region,1.2943,103.8296,0.0,0.0,0.7123287671232876,Apartment,Private room,2,1.0,1.0,f,141.0,19,0.27,4.89,4.94,3,3,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,148,0.9099822176714082,Tiong Bahru,2.576631318527586
within an hour,0.97,0.41,t,t,t,Bukit Timah,Central Region,1.31244,103.79747,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,f,68.0,0,0.0,0.0,0.0,19,17,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,155,0.20470906732995492,Holland Village,6.678303559068833
a few days or more,0.0,0.7301176800224078,f,t,t,Tampines,East Region,1.34048,103.9519,0.0,0.0,0.14520547945205478,Apartment,Entire home/apt,3,2.0,2.0,t,100.0,0,0.0,0.0,0.0,2,0,2.0,baths,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,161,0.34599642625492694,Simei,12.990193024421712
within a few hours,0.9,1.0,f,t,t,Kallang,Central Region,1.31261,103.85796,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Private room,1,1.0,1.0,t,69.0,0,0.0,0.0,0.0,74,73,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,145,0.3433660305346687,Farrer Park,3.3771195972913657
within an hour,1.0,0.86,f,t,t,Bedok,East Region,1.32833,103.91588,0.0,0.6333333333333333,0.9095890410958904,Apartment,Private room,3,1.0,1.0,f,140.0,5,0.09,4.8,4.8,39,26,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,164,0.8084392167296238,Bedok North,8.87168196566776
within a day,1.0,0.7301176800224078,f,t,t,Kallang,Central Region,1.31124,103.87213,1.0,1.0,1.0,House,Private room,4,1.0,4.0,f,85.0,12,0.16,4.42,4.75,12,12,1.0,shared,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,163,0.09030293844833842,Kallang,3.962867660936604
within a day,0.9,1.0,f,t,t,Outram,Central Region,1.28338,103.84133,0.7,0.9,0.9753424657534246,Apartment,Private room,1,1.0,1.0,t,59.0,2,0.03,5.0,4.0,97,95,2.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,158,0.2872960072050399,Chinatown,0.9638605745159788
within an hour,1.0,0.89,t,t,t,Bedok,East Region,1.32522,103.91497,0.0,0.14444444444444443,0.7890410958904109,Apartment,Private room,3,1.0,1.0,f,180.0,1,0.06,4.0,4.0,36,23,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8,157,0.4995913834256815,Kembangan,8.596034323204902
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Bedok,East Region,1.31756,103.91084,1.0,1.0,0.2465753424657534,Apartment,Entire home/apt,5,3.0,3.0,f,156.0,18,0.24,4.12,4.47,1,0,3.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,75,0.4787839728024519,Kembangan,7.762457278416591
a few days or more,0.0,0.0,f,t,f,Tanglin,Central Region,1.31889,103.82806,0.9,0.9666666666666667,0.9917808219178083,Apartment,Entire home/apt,2,1.0,1.0,f,180.0,1,0.02,5.0,4.0,1,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,8,0.2643023223021163,Stevens,4.648650603469835
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tampines,East Region,1.32683,103.95444,0.7666666666666667,0.9222222222222223,0.9808219178082191,Apartment,Private room,1,1.0,1.0,f,60.0,3,0.04,5.0,5.0,1,1,1.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,59,0.8865879351446323,Tanah Merah,12.57877151280438
unknown,0.8849536231883985,0.6,f,t,t,Serangoon,North-East Region,1.36464,103.86352,1.0,1.0,1.0,Apartment,Private room,2,1.0,1.0,f,148.0,15,0.25,4.8,4.8,3,3,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,154,1.4664936884355135,Lorong Chuan,9.168631713115277
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Western Water Catchment,West Region,1.38534,103.73865,0.0,0.0,0.0,Apartment,Private room,3,1.0,2.0,f,20.0,0,0.0,0.0,0.0,1,1,1.0,shared,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,140,0.6299053540521589,Choa Chu Kang,16.791656509276873
within an hour,1.0,0.86,f,t,t,Bedok,East Region,1.32547,103.91505,0.0,0.0,0.5616438356164384,House,Private room,2,1.0,1.0,f,130.0,0,0.0,0.0,0.0,39,26,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,162,0.5287566181588605,Kembangan,8.618600389066541
within a few hours,1.0,0.7301176800224078,f,t,t,Novena,Central Region,1.31735,103.84806,0.0,0.0,0.3095890410958904,Apartment,Private room,4,1.0,2.0,f,102.0,38,0.52,4.82,4.89,3,3,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,164,0.6004500269471074,Novena,3.7923296266497126
a few days or more,0.0,0.0,f,t,t,Downtown Core,Central Region,1.275,103.84334,0.4,0.8,0.9506849315068493,Apartment,Entire home/apt,6,3.0,4.0,f,385.0,0,0.0,0.0,0.0,3,0,3.0,baths,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,157,0.4113339032109521,Tanjong Pagar,1.1831882614445586
within an hour,1.0,1.0,f,f,t,Downtown Core,Central Region,1.28341,103.85075,0.8333333333333334,0.9444444444444444,0.5315068493150685,Apartment,Entire home/apt,2,1.0,1.0,t,423.0,2,0.04,5.0,5.0,4,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,145,0.11057956799728652,Raffles Place,0.08426781348638884
within an hour,1.0,1.0,f,f,t,Downtown Core,Central Region,1.28146,103.85122,0.7,0.7666666666666667,0.4821917808219178,Apartment,Entire home/apt,2,1.0,1.0,t,470.0,1,0.01,5.0,5.0,4,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,155,0.28091614793304526,Downtown,0.24546813316881394
within a few hours,1.0,1.0,t,t,t,Punggol,North-East Region,1.39178,103.91181,0.03333333333333333,0.011111111111111112,0.3972602739726027,Apartment,Entire home/apt,5,2.0,3.0,f,150.0,154,2.17,4.82,4.73,2,1,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,105,1.8158685132523298,Sengkang,13.882163011993791
unknown,0.8849536231883985,0.0,f,t,t,Kallang,Central Region,1.31586,103.86049,0.0,0.0,0.0,Hotel,Shared room,6,1.0,6.0,f,24.0,33,0.44,4.1,4.06,8,3,7.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,166,0.37833591486989626,Bendemeer,3.803679764032597
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Hougang,North-East Region,1.35593,103.88742,0.7666666666666667,0.9222222222222223,0.9808219178082191,Apartment,Entire home/apt,5,1.0,2.0,f,500.0,9,0.12,4.89,4.67,1,0,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,39,0.5377051538331001,Kovan,9.084461440620924
within a day,0.9,1.0,f,t,t,Outram,Central Region,1.28382,103.84339,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Private room,1,1.0,1.0,t,40.0,1,0.02,5.0,5.0,97,95,2.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,149,0.08700146563617943,Chinatown,0.7370864812417465
within an hour,0.97,0.41,t,t,t,Bukit Timah,Central Region,1.31284,103.79736,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,f,62.0,5,0.08,4.5,4.25,19,17,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,153,0.22964071341023723,Holland Village,6.710656818642781
unknown,0.8849536231883985,0.0,f,t,t,Kallang,Central Region,1.31626,103.86002,0.0,0.0,0.0,Hotel,Shared room,16,1.0,20.0,f,30.0,60,0.81,4.51,4.23,8,3,7.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,166,0.4469501517905505,Bendemeer,3.8305217729911183
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Geylang,Central Region,1.3147,103.89289,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,f,89.0,9,0.12,5.0,5.0,1,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,107,0.39167216276231764,Paya Lebar,5.909646281072336
within an hour,1.0,0.86,f,t,t,Bedok,East Region,1.32405,103.91679,0.0,0.3333333333333333,0.8356164383561644,House,Private room,3,1.0,2.0,f,170.0,0,0.0,0.0,0.0,39,26,1.0,shared,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,161,0.5044158608085224,Kembangan,8.698239908889912
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Bukit Batok,West Region,1.34757,103.74873,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,f,88.0,1,0.01,4.0,5.0,4,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,30,0.19248448967731974,Bukit Batok,13.334529567757363
within a day,0.9,1.0,f,t,t,Kallang,Central Region,1.31001,103.86278,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Private room,1,1.0,1.0,t,59.0,4,0.06,4.5,4.5,97,95,3.0,baths,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,164,0.2737305945564542,Lavender,3.292330028211236
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Novena,Central Region,1.324,103.84069,0.9666666666666667,0.9888888888888889,0.24383561643835616,Apartment,Private room,2,1.0,1.0,t,60.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0.5293542457002011,Novena,4.642472811211162
a few days or more,0.0,0.7301176800224078,f,t,f,Geylang,Central Region,1.31361,103.88422,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,t,27.0,0,0.0,0.0,0.0,1,1,0.0,baths,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,95,0.357335046439161,Aljunied,5.0823610782287405
within a few hours,0.7,0.33,f,t,t,Novena,Central Region,1.32157,103.84297,1.0,1.0,1.0,Apartment,Entire home/apt,4,1.0,4.0,f,154.0,2,0.03,4.5,4.0,11,2,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,169,0.1716329636810256,Novena,4.326600807809285
within a few hours,0.9,1.0,f,t,t,Kallang,Central Region,1.30805,103.86338,0.7,0.9,0.9753424657534246,Apartment,Private room,1,1.0,1.0,t,49.0,1,0.01,5.0,5.0,74,73,3.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,156,0.05823986331621341,Lavender,3.128309833904287
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Jurong East,West Region,1.3446,103.73346,0.0,0.0,0.0,Apartment,Private room,2,1.0,1.0,f,71.0,2,0.03,5.0,4.5,1,1,2.0,baths,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,0.25966744562252625,Chinese Garden,14.638999696572673
a few days or more,0.0,0.7301176800224078,f,t,f,Novena,Central Region,1.32728,103.8507,0.0,0.0,0.0,Apartment,Private room,2,1.0,1.0,f,69.0,0,0.0,0.0,0.0,5,5,1.0,baths,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,15,0.6755829368720636,Toa Payoh,4.89097870400884
a few days or more,0.0,0.7301176800224078,f,t,f,Novena,Central Region,1.32826,103.85111,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Private room,2,1.0,1.0,f,89.0,0,0.0,0.0,0.0,5,5,1.0,baths,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,27,0.6158242680226774,Toa Payoh,5.0008533991190705
within a day,0.9,1.0,f,t,t,Outram,Central Region,1.28359,103.84242,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Private room,1,1.0,1.0,t,57.0,2,0.03,4.0,3.5,97,95,2.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,145,0.1724879647552178,Chinatown,0.8432640372158542
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Geylang,Central Region,1.31573,103.88485,0.0,0.0,0.0,Apartment,Private room,1,1.0,1.0,f,145.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0.2464164277927275,Aljunied,5.292702087930344
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Serangoon,North-East Region,1.35141,103.86968,0.0,0.0,0.0,Apartment,Private room,2,1.0,2.0,f,65.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,27,0.47214900877855376,Serangoon,7.883150683938781
unknown,0.8849536231883985,0.0,f,t,t,Kallang,Central Region,1.31297,103.85998,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,6,1.0,1.0,f,255.0,2,0.03,4.5,4.5,16,0,2.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,144,0.35534497699953393,Bendemeer,3.4807047311864583
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.28134,103.78707,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Private room,1,1.0,1.0,f,183.0,6,0.09,4.33,4.17,44,42,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,164,0.5993796923469824,Haw Par Villa,6.999147972659985
