host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,latitude,longitude,availability_30,availability_90,availability_365,property_type,room_type,accommodates,bedrooms,beds,instant_bookable,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,calculated_host_listings_count,calculated_host_listings_count_private_rooms,bathroom_qty,bathroom_type,Long term stays allowed,Television,Heater,Internet,Air Conditioning,Essentials,Swimming Pool,Washer,Refrigerator,Cooking basics,Gym,Bathtub,Coffee,Clothing storage,Garden,Elevator,Security Lock,Patio or balcony,BBQ Grill,Sound system,name_len,desc_len,mrtDisp,nearestMRT,cityDisp
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31524,103.82785,0.03333333333333333,0.011111111111111112,0.0027397260273972603,Apartment,Entire home/apt,4,2.0,2.0,t,323.0,2,0.57,3.0,3.0,13,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,138,0.5705412868622869,Stevens,4.32166204632782
within a few hours,0.91,0.27,f,t,t,Clementi,West Region,1.30835,103.76131,0.8333333333333334,0.9444444444444444,0.9863013698630136,Apartment,Entire home/apt,6,3.0,3.0,f,390.0,0,0.0,0.0,0.0,217,18,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7,145,0.8575085442774024,Clementi,10.245283059974428
within a few hours,0.95,0.23,f,t,t,Clementi,West Region,1.31019,103.76283,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,6,3.0,3.0,f,390.0,0,0.0,0.0,0.0,180,4,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7,145,0.5959271832553081,Clementi,10.141204255274236
unknown,0.8849536231883985,0.7301176800224078,f,f,f,Queenstown,Central Region,1.27004,103.79657,0.03333333333333333,0.5777777777777777,0.14520547945205478,Apartment,Private room,3,2.0,2.0,f,240.0,1,0.31,4.0,5.0,2,1,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,30,0.7068206061765919,Labrador Park,6.119948674439482
within a few hours,0.95,0.23,f,t,t,Queenstown,Central Region,1.30478,103.78475,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,6,3.0,3.0,f,390.0,0,0.0,0.0,0.0,180,4,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6,142,0.6318863647987308,one-north,7.636747827804126
within a few hours,0.91,0.27,f,t,t,Novena,Central Region,1.31903,103.84564,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,2.0,f,350.0,0,0.0,0.0,0.0,217,18,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5,144,0.27494784000729805,Novena,4.002455594713599
within a few hours,1.0,1.0,f,t,f,Bukit Timah,Central Region,1.32227,103.79026,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,t,78.0,1,1.0,5.0,5.0,2,2,1.0,private,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,128,1.2579359835881871,Sixth Avenue,7.9297635648612035
within a few hours,0.95,0.23,f,t,t,Queenstown,Central Region,1.28035,103.78627,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,3.0,3.0,f,400.0,0,0.0,0.0,0.0,180,4,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8,161,0.568456834623742,Haw Par Villa,7.092278941798414
within a few hours,0.95,0.23,f,t,t,Queenstown,Central Region,1.27849,103.78625,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,2.0,f,344.0,0,0.0,0.0,0.0,180,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8,161,0.6808124078487364,Pasir Panjang,7.107068834775864
within an hour,0.99,0.77,f,t,t,Downtown Core,Central Region,1.28422,103.85926,0.8,0.9333333333333333,0.4684931506849315,Hotel,Private room,4,1.0,3.0,f,556.0,6,2.54,5.0,5.0,7,5,1.0,private,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0.3181308656680457,Bayfront,1.0344786152037873
within an hour,1.0,0.84,f,t,t,Toa Payoh,Central Region,1.33893,103.86796,0.0,0.2222222222222222,0.8082191780821918,Apartment,Entire home/apt,4,2.0,2.0,t,170.0,0,0.0,0.0,0.0,143,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,140,0.3090761582208545,Woodleigh,6.500005971902663
within an hour,1.0,0.97,f,t,t,Tanglin,Central Region,1.31729,103.82607,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,t,260.0,3,1.29,5.0,4.67,5,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,140,0.3029022981557737,Stevens,4.62185143291111
within a few hours,0.95,0.23,f,t,t,Clementi,West Region,1.30762,103.76744,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,7,4.0,4.0,f,430.0,0,0.0,0.0,0.0,180,4,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9,168,0.8451302962709623,Clementi,9.56803264117155
within a few hours,0.95,0.23,f,t,t,Queenstown,Central Region,1.29664,103.8069,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,6,3.0,3.0,f,400.0,0,0.0,0.0,0.0,180,4,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8,154,0.2262218388997796,Queenstown,5.015655157139614
within a few hours,0.91,0.27,f,t,t,Queenstown,Central Region,1.29669,103.80714,0.8333333333333334,0.9444444444444444,0.9863013698630136,Apartment,Entire home/apt,6,3.0,3.0,f,400.0,0,0.0,0.0,0.0,217,18,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8,151,0.24501273233741658,Queenstown,4.991830228815104
within a few hours,0.91,0.27,f,t,t,Queenstown,Central Region,1.30325,103.78495,0.8333333333333334,0.9444444444444444,0.9863013698630136,Apartment,Entire home/apt,6,3.0,3.0,f,390.0,0,0.0,0.0,0.0,217,18,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6,140,0.47784385944516533,one-north,7.564003474814037
within a day,0.78,0.82,f,t,t,Geylang,Central Region,1.31348,103.88217,0.26666666666666666,0.08888888888888889,0.021917808219178082,Apartment,Entire home/apt,4,1.0,1.0,f,204.0,0,0.0,0.0,0.0,4,0,1.0,baths,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,31,0.33936030633494935,Aljunied,4.904207186464422
within a day,1.0,1.0,f,t,t,Ang Mo Kio,North-East Region,1.3753,103.83055,0.0,0.2222222222222222,0.1178082191780822,Apartment,Entire home/apt,6,5.0,5.0,t,442.0,0,0.0,0.0,0.0,3,0,4.0,baths,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9,57,1.752018809301065,Yio Chu Kang,10.45594415081986
within a day,1.0,0.69,f,f,t,Pasir Ris,East Region,1.3715767487616406,103.944318415429,0.0,0.26666666666666666,0.06575342465753424,Apartment,Entire home/apt,6,3.0,3.0,f,417.0,6,1.57,4.0,3.17,1,0,4.0,baths,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,164,0.588162585071603,Pasir Ris,14.362673819851562
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31567,103.82629,0.0,0.011111111111111112,0.0027397260273972603,Apartment,Entire home/apt,2,1.0,1.0,t,254.0,3,0.88,4.67,4.33,13,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,140,0.4841672290803637,Stevens,4.461253960073816
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31744,103.82654,0.0,0.044444444444444446,0.010958904109589041,Apartment,Entire home/apt,4,2.0,3.0,t,298.0,3,1.08,5.0,5.0,13,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,137,0.29307412621005346,Stevens,4.60571544192641
within a few hours,0.91,0.27,f,t,t,Novena,Central Region,1.32026,103.84254,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,2.0,f,350.0,0,0.0,0.0,0.0,217,18,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5,176,0.09802013986489556,Novena,4.192606739928858
within a few hours,0.95,0.23,f,t,t,Novena,Central Region,1.32196,103.84222,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,2.0,f,350.0,0,0.0,0.0,0.0,180,4,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5,176,0.24624425204270145,Novena,4.384940615990449
within a few hours,0.84,1.0,f,t,t,Geylang,Central Region,1.31208,103.88127,0.2,0.5666666666666667,0.852054794520548,Apartment,Entire home/apt,5,1.0,3.0,t,148.0,3,0.91,4.0,4.33,3,1,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,103,0.5159754733664662,Aljunied,4.724940218567033
within a few hours,0.95,0.23,f,t,t,Clementi,West Region,1.30835,103.76936,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,6,3.0,3.0,f,400.0,0,0.0,0.0,0.0,180,4,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,138,0.8568121926805113,Clementi,9.387253292419214
within a few hours,0.91,0.27,f,t,t,Toa Payoh,Central Region,1.33898,103.86878,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,2.0,f,270.0,0,0.0,0.0,0.0,217,18,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8,168,0.2178408603522141,Woodleigh,6.533849894003118
within an hour,1.0,0.86,f,t,t,Bukit Batok,West Region,1.36214,103.76512,0.0,0.2,0.8027397260273973,Apartment,Private room,1,1.0,1.0,f,98.0,0,0.0,0.0,0.0,1,1,2.0,baths,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1,0.2758929097254655,Hillview,12.879692979671221
within a few hours,0.95,0.23,f,t,t,River Valley,Central Region,1.29337,103.83989,0.36666666666666664,0.6555555555555556,0.915068493150685,Apartment,Entire home/apt,3,2.0,2.0,f,335.0,0,0.0,0.0,0.0,180,4,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,165,0.560351430125261,Fort Canning,1.586490510279818
within a few hours,0.91,0.27,f,t,t,Singapore River,Central Region,1.29309,103.84186,0.7666666666666667,0.9222222222222223,0.9808219178082191,Apartment,Entire home/apt,2,1.0,1.0,f,376.0,0,0.0,0.0,0.0,217,18,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11,155,0.3471695648519044,Fort Canning,1.4155889763356515
within a few hours,0.95,0.23,f,t,t,Toa Payoh,Central Region,1.33669,103.86812,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,2.0,f,250.0,0,0.0,0.0,0.0,180,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8,168,0.4025029616674083,Woodleigh,6.269129780105473
within a few hours,0.91,0.27,f,t,t,Queenstown,Central Region,1.28049,103.78609,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,8,4.0,4.0,f,430.0,0,0.0,0.0,0.0,217,18,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8,161,0.5431930772609043,Haw Par Villa,7.111566520985447
within a few hours,0.93,0.97,f,t,t,River Valley,Central Region,1.29439,103.83861,0.26666666666666666,0.5888888888888889,0.8904109589041096,Apartment,Entire home/apt,4,1.0,1.0,t,233.0,3,0.8,3.67,4.67,19,5,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,165,0.6805922955542958,Somerset,1.7674581837995127
within a few hours,0.95,0.23,f,t,t,Rochor,Central Region,1.30477,103.8524,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Entire home/apt,2,1.0,1.0,f,290.0,1,0.31,5.0,5.0,180,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7,160,0.1315351335181276,Rochor,2.4022202873432597
within a few hours,0.91,0.27,f,t,t,Orchard,Central Region,1.30044,103.84164,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,2,1.0,1.0,f,240.0,0,0.0,0.0,0.0,217,18,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,161,0.35714665132024676,Somerset,2.1203991424609487
within a day,0.78,0.82,f,t,t,Geylang,Central Region,1.31443,103.88853,0.16666666666666666,0.2,0.7287671232876712,Apartment,Entire home/apt,6,1.0,4.0,f,175.0,2,0.58,4.5,4.0,4,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,170,0.6624752779209525,Paya Lebar,5.507104004132718
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31687,103.82607,0.13333333333333333,0.044444444444444446,0.010958904109589041,Apartment,Entire home/apt,3,2.0,2.0,t,277.0,2,0.57,5.0,5.0,13,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,139,0.34957360083850425,Stevens,4.583739855567122
a few days or more,0.3,1.0,f,f,f,Marine Parade,Central Region,1.30556,103.91283,0.0,0.0,0.7205479452054795,Apartment,Entire home/apt,4,2.0,2.0,t,245.0,0,0.0,0.0,0.0,1,0,2.0,baths,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15,1.717937943134249,Kembangan,7.4102172889516025
within a few hours,0.91,0.27,f,t,t,Orchard,Central Region,1.3031,103.8364,0.7666666666666667,0.9222222222222223,0.9808219178082191,Apartment,Entire home/apt,2,1.0,1.0,f,590.0,0,0.0,0.0,0.0,217,18,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7,147,0.36591672486005417,Somerset,2.6707794211360225
within a few hours,0.95,0.23,f,t,t,Novena,Central Region,1.31638,103.84279,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,2.0,f,330.0,0,0.0,0.0,0.0,180,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6,155,0.4180507045101128,Novena,3.7646452888911757
within a few hours,0.91,0.27,f,t,t,Queenstown,Central Region,1.29848,103.78732,0.5,0.8333333333333334,0.958904109589041,Apartment,Entire home/apt,2,1.0,1.0,f,380.0,0,0.0,0.0,0.0,217,18,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,163,0.1555752367329242,one-north,7.169471107257373
within a few hours,0.95,0.23,f,t,t,Queenstown,Central Region,1.29864,103.78694,0.16666666666666666,0.7222222222222222,0.9315068493150684,Apartment,Entire home/apt,2,1.0,1.0,f,380.0,0,0.0,0.0,0.0,180,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,163,0.15279995569081525,one-north,7.21471925117935
within an hour,1.0,0.97,f,t,t,Tanglin,Central Region,1.31518,103.82818,0.0,0.0,0.0,Apartment,Entire home/apt,3,2.0,2.0,t,277.0,0,0.0,0.0,0.0,5,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,138,0.5910756825972586,Stevens,4.295358166643086
within an hour,1.0,0.97,f,t,t,Tanglin,Central Region,1.31727,103.82623,0.03333333333333333,0.011111111111111112,0.0027397260273972603,Apartment,Entire home/apt,3,2.0,2.0,t,277.0,0,0.0,0.0,0.0,5,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,139,0.30632746217122453,Stevens,4.609814422798741
within an hour,1.0,0.97,f,t,t,Tanglin,Central Region,1.31714,103.8262,0.0,0.0,0.0,Apartment,Entire home/apt,4,2.0,2.0,t,319.0,1,0.35,5.0,5.0,5,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,140,0.3204280770788366,Stevens,4.59989456703436
within an hour,1.0,0.97,f,t,t,Tanglin,Central Region,1.31732,103.82667,0.23333333333333334,0.07777777777777778,0.019178082191780823,Apartment,Entire home/apt,4,2.0,3.0,t,337.0,0,0.0,0.0,0.0,5,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,140,0.30945485004452566,Stevens,4.586536244717778
within a few hours,1.0,0.66,f,t,t,Kallang,Central Region,1.31562,103.85674,0.0,0.0,0.7095890410958904,House,Private room,2,1.0,1.0,f,50.0,0,0.0,0.0,0.0,11,2,1.0,shared,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,155,0.3873847271295418,Farrer Park,3.6710995298981204
within a few hours,0.95,0.23,f,t,t,Newton,Central Region,1.30478,103.83771,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,2,1.0,1.0,f,580.0,0,0.0,0.0,0.0,180,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7,147,0.48168447877127873,Somerset,2.751617612951095
within a day,1.0,0.0,f,t,t,Tanglin,Central Region,1.29616,103.82899,0.0,0.5666666666666667,0.8931506849315068,Apartment,Private room,1,1.0,1.0,t,38.0,0,0.0,0.0,0.0,1,1,4.0,shared,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,65,0.9300411498524788,Orchard,2.738597505167446
within a few hours,1.0,0.7301176800224078,f,t,t,Singapore River,Central Region,1.2926,103.83293,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,t,70.0,0,0.0,0.0,0.0,1,1,1.0,shared,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,53,0.9449136832933739,Tiong Bahru,2.1611005890823085
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31546,103.8275,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,t,210.0,2,0.7,4.0,4.0,13,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,154,0.5341850572320752,Stevens,4.363971673541577
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31731,103.82608,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,t,210.0,3,0.86,5.0,5.0,13,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,154,0.3007257094067566,Stevens,4.623030697421463
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31536,103.82664,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,t,224.0,2,0.61,4.0,4.5,13,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,154,0.522709590724396,Stevens,4.410469282286717
within a few hours,1.0,0.44,f,t,t,Novena,Central Region,1.32481,103.85227,1.0,1.0,1.0,Apartment,Entire home/apt,2,1.0,1.0,f,175.0,0,0.0,0.0,0.0,88,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,159,1.0009967284861843,Toa Payoh,4.6226007345898825
within a few hours,0.95,0.23,f,t,t,Downtown Core,Central Region,1.28437,103.85082,0.8,0.9333333333333333,0.9835616438356164,Apartment,Entire home/apt,2,1.0,1.0,f,330.0,0,0.0,0.0,0.0,180,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,171,0.0909350986786109,Raffles Place,0.14988513020535488
within an hour,1.0,1.0,f,t,t,Tampines,East Region,1.316059,103.9776616,0.9333333333333333,0.9666666666666667,0.9917808219178083,Hotel,Private room,2,1.0,1.0,t,300.0,1,0.41,4.0,4.0,1,1,1.0,shared,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,16,2.7275231061322813,Expo,14.65171936625764
unknown,0.8849536231883985,0.7301176800224078,f,f,f,River Valley,Central Region,1.29663,103.84248,0.0,0.0,0.7287671232876712,Apartment,Entire home/apt,6,3.0,3.0,t,280.0,0,0.0,0.0,0.0,1,0,4.0,baths,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,73,0.46458563798743396,Dhoby Ghaut,1.7017230557552427
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Bedok,East Region,1.32866,103.94214,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,t,99.0,0,0.0,0.0,0.0,1,1,1.0,private,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,28,0.5051979310530866,Tanah Merah,11.417357196653752
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31547,103.82653,0.13333333333333333,0.044444444444444446,0.010958904109589041,Apartment,Entire home/apt,5,3.0,4.0,t,324.0,1,0.91,5.0,5.0,13,0,3.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,140,0.5089522913383139,Stevens,4.427556494129863
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31698,103.82623,0.16666666666666666,0.06666666666666667,0.01643835616438356,Apartment,Entire home/apt,5,3.0,4.0,t,420.0,2,1.11,4.5,5.0,13,0,3.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,141,0.3384377590701907,Stevens,4.583428836454977
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Tanglin,Central Region,1.31739,103.82627,0.0,0.0,0.0,Apartment,Entire home/apt,5,3.0,4.0,t,346.0,1,0.67,3.0,4.0,13,0,3.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,141,0.29353122200792287,Stevens,4.61821292348052
